name	description	p-value	q-value	phenotype	genes
REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050730	regulation of peptidyl-tyrosine phosphorylation	1.80873783697892e-05	1.80873783697892e-05	1	FBXW7,FLT3,FGFR3,PTPN11,ERBB4,KIT,EGFR,PPP2R1A,HGF,TP53
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY%GOBP%GO:0043551	regulation of phosphatidylinositol 3-kinase activity	0.000170081779514276	0.000170081779514276	1	FGFR3,KIT,PDGFRA,FLT3,PIK3R1
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING%GOBP%GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	1.51582348276482e-06	1.51582348276482e-06	1	EGFR,FLT3,PTEN,HGF,KIT,PDGFRA,SOX9
REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010517	regulation of phospholipase activity	7.39829555213177e-05	7.39829555213177e-05	1	EGFR,FGFR3,KIT,PDGFRA,FGFR2
REGULATION OF PHOSPHOLIPASE C ACTIVITY%GOBP%GO:1900274	regulation of phospholipase C activity	0.00191775779256804	0.00191775779256804	1	KIT,EGFR,PDGFRA
REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:0061136	regulation of proteasomal protein catabolic process	9.9106329457725e-05	9.9106329457725e-05	1	FBXW7,LRRK2,CEBPA,NFE2L2,AXIN2,AKT1,TAF1,KEAP1,USP9X
REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	0.000116092870154876	0.000116092870154876	1	LRRK2,CEBPA,NFE2L2,AXIN2,AKT1,TAF1,KEAP1,USP9X
REGULATION OF PROTEIN ACETYLATION%GOBP%GO:1901983	regulation of protein acetylation	0.00343633298473299	0.00343633298473299	1	SF3B1,SMAD4,BRCA1
REGULATION OF PROTEIN BINDING%GOBP%GO:0043393	regulation of protein binding	0.0102216275457351	0.0102216275457351	1	LRRK2,AKT1,TAF1,USP9X,CDKN1A
REGULATION OF PROTEIN DEPOLYMERIZATION%GOBP%GO:1901879	regulation of protein depolymerization	5.04445542868325e-05	5.04445542868325e-05	1	APC,NAV3,PIK3CA
REGULATION OF PROTEIN KINASE B SIGNALING%GOBP%GO:0051896	regulation of protein kinase B signaling	3.95186369511688e-05	3.95186369511688e-05	1	PIK3CG,EGFR,PTEN,PPP2R1A,GATA3,PIK3CA
REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904375	regulation of protein localization to cell periphery	0.00490778534781322	0.00490778534781322	1	AR,EGFR,EPHA3,AKT1,PIK3R1
REGULATION OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:1905475	regulation of protein localization to membrane	0.00894063393999979	0.00894063393999979	1	AR,EGFR,EPHA3,AKT1,PIK3R1
REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:1900180	regulation of protein localization to nucleus	0.00547672121929276	0.00547672121929276	1	EP300,MTOR,SIN3A,AKT1,PIK3R1,CDH1
REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:1903076	regulation of protein localization to plasma membrane	0.00339992658662898	0.00339992658662898	1	AR,EGFR,AKT1,PIK3R1,EPHA3
REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903320	regulation of protein modification by small protein conjugation or removal	0.001998517994525	0.001998517994525	1	CTNNB1,FBXW7,LRRK2,TAF1,RPL5,BRCA1,PTEN,AKT1
REGULATION OF PROTEIN TARGETING TO MITOCHONDRION%GOBP%GO:1903214	regulation of protein targeting to mitochondrion	0.00160975778511015	0.00160975778511015	1	BAP1,LRRK2,FBXW7
REGULATION OF PROTEIN TARGETING%GOBP%GO:1903533	regulation of protein targeting	0.00504353468383911	0.00504353468383911	1	FBXW7,BAP1,LRRK2
REGULATION OF PROTEIN UBIQUITINATION%GOBP%GO:0031396	regulation of protein ubiquitination	0.000969434986429611	0.000969434986429611	1	CTNNB1,FBXW7,PTEN,LRRK2,AKT1,TAF1,RPL5,BRCA1
REGULATION OF PROTEIN-CONTAINING COMPLEX DISASSEMBLY%GOBP%GO:0043244	regulation of protein-containing complex disassembly	0.000145053399573431	0.000145053399573431	1	APC,NAV3,PIK3CA
REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS%GOBP%GO:1903050	regulation of proteolysis involved in protein catabolic process	4.39439879438881e-05	4.39439879438881e-05	1	FBXW7,LRRK2,CEBPA,NFE2L2,AXIN2,TAF1,RPL5,KEAP1,PTEN,AKT1,USP9X
REGULATION OF PTEN GENE TRANSCRIPTION%REACTOME DATABASE ID RELEASE 83%8943724	Regulation of PTEN gene transcription	0.00214239424111438	0.00214239424111438	1	MTOR,MECOM,EZH2,TP53
REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0046578	regulation of Ras protein signal transduction	0.010084925690525	0.010084925690525	1	NOTCH1,PIK3CG,ARHGAP35
REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000377	regulation of reactive oxygen species metabolic process	0.000667638924456932	0.000667638924456932	1	TLR4,TGFBR2,CDKN1A,BRCA1,TP53
REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT%GOBP%GO:0046425	regulation of receptor signaling pathway via JAK-STAT	0.000125524933993189	0.000125524933993189	1	NOTCH1,PPP2R1A,ERBB4,EP300,VHL,KIT
REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT%GOBP%GO:1904892	regulation of receptor signaling pathway via STAT	0.000190901676737685	0.000190901676737685	1	NOTCH1,PPP2R1A,ERBB4,EP300,VHL,KIT
REGULATION OF REPRODUCTIVE PROCESS%GOBP%GO:2000241	regulation of reproductive process	0.0432645948514852	0.0432645948514852	1	SOX9,ACVR1B,WT1
REGULATION OF RESPONSE TO OXIDATIVE STRESS%GOBP%GO:1902882	regulation of response to oxidative stress	0.000295404904228936	0.000295404904228936	1	FBXW7,AKT1,LRRK2,HGF,NFE2L2
REGULATION OF RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:1901031	regulation of response to reactive oxygen species	0.000309640660831835	0.000309640660831835	1	LRRK2,NFE2L2,HGF
REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903034	regulation of response to wounding	0.000926387109510857	0.000926387109510857	1	MTOR,PTEN,FOXA2,EPPK1,PDGFRA
REGULATION OF RETINOBLASTOMA PROTEIN%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RETINOBLASTOMA PROTEIN	Regulation of retinoblastoma protein	5.16616639447567e-08	5.16616639447567e-08	1	RB1,CDKN1B,CCND1,CDKN1A,EP300,TAF1,CEBPA,CDKN2A
REGULATION OF RNA POLYMERASE II REGULATORY REGION SEQUENCE-SPECIFIC DNA BINDING%GOBP%GO:1903025	regulation of RNA polymerase II regulatory region sequence-specific DNA binding	0.000182623900613376	0.000182623900613376	1	TAF1,NSD1,EP300
REGULATION OF RUNX1 EXPRESSION AND ACTIVITY%REACTOME%R-HSA-8934593.1	Regulation of RUNX1 Expression and Activity	2.74123042941685e-05	2.74123042941685e-05	1	CBFB,RUNX1,PTPN11,CCND1
REGULATION OF RUNX3 EXPRESSION AND ACTIVITY%REACTOME%R-HSA-8941858.1	Regulation of RUNX3 expression and activity	0.00659845772241216	0.00659845772241216	1	EP300,CBFB,CDKN2A
REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901796	regulation of signal transduction by p53 class mediator	6.48241834656151e-06	6.48241834656151e-06	1	EP300,AKT1,MTOR,STK11,TAF1,RPL5,ATM,ATR,CHEK2
REGULATION OF SISTER CHROMATID COHESION%GOBP%GO:0007063	regulation of sister chromatid cohesion	1.51303831611995e-06	1.51303831611995e-06	1	ATRX,AXIN2,RAD21,CTCF,CTNNB1
REGULATION OF SISTER CHROMATID SEGREGATION%GOBP%GO:0033045	regulation of sister chromatid segregation	1.72784547057831e-05	1.72784547057831e-05	1	PBRM1,ATM,ARID1A,APC,RB1
REGULATION OF SISTER CHROMATID SEPARATION AT THE METAPHASE-ANAPHASE TRANSITION%WIKIPATHWAYS_20220510%WP4240%HOMO SAPIENS	Regulation of sister chromatid separation at the metaphase-anaphase transition	0.000362436067003587	0.000362436067003587	1	RAD21,SMC1A,SMC3
REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051056	regulation of small GTPase mediated signal transduction	0.0299829003315586	0.0299829003315586	1	PIK3CG,ARHGAP35,NOTCH1
REGULATION OF SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0062012	regulation of small molecule metabolic process	0.00197999269356671	0.00197999269356671	1	BRCA1,NCOR1,EP300,MTOR,FOXA2,SOX9,AKT1,TP53
REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048660	regulation of smooth muscle cell proliferation	0.00245275396662505	0.00245275396662505	1	CTNNB1,AKT1,PTEN,CDKN1A,CDKN1B
REGULATION OF STEM CELL DIFFERENTIATION%GOBP%GO:2000736	regulation of stem cell differentiation	0.00463265937324283	0.00463265937324283	1	NOTCH1,PDGFRA,SOX9
REGULATION OF STRESS-ACTIVATED MAPK CASCADE%GOBP%GO:0032872	regulation of stress-activated MAPK cascade	0.0266926857344913	0.0266926857344913	1	NCOR1,EGFR,MAPK8IP1,MECOM
REGULATION OF STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE%GOBP%GO:0070302	regulation of stress-activated protein kinase signaling cascade	0.0275330294048429	0.0275330294048429	1	NCOR1,EGFR,MAPK8IP1,MECOM
REGULATION OF T CELL DIFFERENTIATION%GOBP%GO:0045580	regulation of T cell differentiation	0.000293865490545786	0.000293865490545786	1	PBRM1,CBFB,ARID1A,GATA3,TGFBR2,RUNX1
REGULATION OF TELOMERASE ACTIVITY%GOBP%GO:0051972	regulation of telomerase activity	0.00126567309377298	0.00126567309377298	1	CTNNB1,ATM,TP53
REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE	Regulation of Telomerase	1.55759046979616e-06	1.55759046979616e-06	1	CDKN1B,CCND1,SIN3A,AKT1,WT1,MTOR,EGFR,ATM
REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032210	regulation of telomere maintenance via telomerase	0.00599152512987613	0.00599152512987613	1	CTNNB1,ATM,ATR
REGULATION OF TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GOBP%GO:1904356	regulation of telomere maintenance via telomere lengthening	0.00772312551147402	0.00772312551147402	1	CTNNB1,ATM,ATR
REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032204	regulation of telomere maintenance	0.00484135482961781	0.00484135482961781	1	CTNNB1,ATRX,ATM,ATR
REGULATION OF TOR SIGNALING%GOBP%GO:0032006	regulation of TOR signaling	0.00359562454528616	0.00359562454528616	1	ATM,AKT1,STK11,USP9X,PIK3CA
REGULATION OF TP53 ACTIVITY THROUGH METHYLATION%REACTOME DATABASE ID RELEASE 83%6804760	Regulation of TP53 Activity through Methylation	1.4045712522573e-05	1.4045712522573e-05	1	ATM,TP53,CHEK2,EP300
REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 83%6804756	Regulation of TP53 Activity through Phosphorylation	7.27054438712949e-06	7.27054438712949e-06	1	ATR,BRCA1,STK11,TAF1,ATM,TP53,CHEK2
REGULATION OF TP53 ACTIVITY%REACTOME%R-HSA-5633007.3	Regulation of TP53 Activity	2.74993878713272e-08	2.74993878713272e-08	1	ATR,STK11,MTOR,TAF1,CDKN2A,TP53,PPP2R1A,CHEK2,BRCA1,AKT1,EP300,ATM
REGULATION OF TP53 DEGRADATION%REACTOME DATABASE ID RELEASE 83%6804757	Regulation of TP53 Degradation	6.92833025112022e-07	6.92833025112022e-07	1	ATM,CDKN2A,TP53,AKT1,PPP2R1A,MTOR,CHEK2
REGULATION OF TP53 EXPRESSION AND DEGRADATION%REACTOME DATABASE ID RELEASE 83%6806003	Regulation of TP53 Expression and Degradation	7.83943126350751e-07	7.83943126350751e-07	1	ATM,CDKN2A,TP53,AKT1,PPP2R1A,MTOR,CHEK2
REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0006359	regulation of transcription by RNA polymerase III	0.00132172352465397	0.00132172352465397	1	AR,SF3B1,MTOR
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GOBP%GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	0.000100367400577305	0.000100367400577305	1	VHL,NFE2L2,TP53
REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING%GOBP%GO:2000677	regulation of transcription regulatory region DNA binding	3.01510233004499e-06	3.01510233004499e-06	1	TAF1,EP300,RB1,NSD1,SIN3A,GATA3
REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	0.00256060380997299	0.00256060380997299	1	EP300,SIN3A,SMAD2,SMAD4,STK11
REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0006446	regulation of translational initiation	0.0129193114731142	0.0129193114731142	1	EIF4A2,NPM1,MTOR
REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.000100073296718629	0.000100073296718629	1	NOTCH1,EP300,SIN3A,SMAD2,SMAD4,STK11,TGFBR2,ACVR1B,ACVR2A
REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032479	regulation of type I interferon production	0.0307865395923666	0.0307865395923666	1	TLR4,PTPN11,SETD2
REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN%GOBP%GO:0042509	regulation of tyrosine phosphorylation of STAT protein	0.00139467734785157	0.00139467734785157	1	PPP2R1A,ERBB4,FLT3,FGFR3,KIT
REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000058	regulation of ubiquitin-dependent protein catabolic process	7.0017814173293e-06	7.0017814173293e-06	1	FBXW7,PTEN,LRRK2,CEBPA,NFE2L2,AXIN2,AKT1,TAF1,RPL5,KEAP1,USP9X
REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:1904705	regulation of vascular associated smooth muscle cell proliferation	0.00258001759523552	0.00258001759523552	1	CDKN1A,CDKN1B,PTEN
REGULATION OF VASCULATURE DEVELOPMENT%GOBP%GO:1901342	regulation of vasculature development	0.0134128713844223	0.0134128713844223	1	CTNNB1,PIK3CG,BRCA1,RUNX1
REGULATION OF WOUND HEALING%GOBP%GO:0061041	regulation of wound healing	0.000497009565739626	0.000497009565739626	1	MTOR,PTEN,FOXA2,EPPK1,PDGFRA
REGULATORY CIRCUITS OF THE STAT3 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP4538%HOMO SAPIENS	Regulatory circuits of the STAT3 signaling pathway	0.00654821017844769	0.00654821017844769	1	MTOR,PDGFRA,EGFR
RENAL SYSTEM DEVELOPMENT%GOBP%GO:0072001	renal system development	5.16645129426678e-05	5.16645129426678e-05	1	LRRK2,SOX17,SOX9,FGFR2,GATA3,PDGFRA,WT1
RENAL TUBULE DEVELOPMENT%GOBP%GO:0061326	renal tubule development	0.000797326344639648	0.000797326344639648	1	SOX9,GATA3,WT1
RENAL TUBULE MORPHOGENESIS%GOBP%GO:0061333	renal tubule morphogenesis	0.00053326399230373	0.00053326399230373	1	SOX9,GATA3,WT1
REPLICATION FORK PROCESSING%GOBP%GO:0031297	replication fork processing	0.000547026942431667	0.000547026942431667	1	ATRX,ATR,BRCA1,BRCA2
REPLICATIVE SENESCENCE%GOBP%GO:0090399	replicative senescence	1.12160950403314e-07	1.12160950403314e-07	1	TP53,ATM,CHEK2,ATR,CDKN2A
REPRODUCTION%REACTOME%R-HSA-1474165.3	Reproduction	9.67219877695737e-06	9.67219877695737e-06	1	ATR,SMC3,RAD21,STAG2,SMC1A,BRCA1,BRCA2,ATM
REPRODUCTIVE STRUCTURE DEVELOPMENT%GOBP%GO:0048608	reproductive structure development	1.99566263862537e-07	1.99566263862537e-07	1	AR,PTPN11,TBX3,SOX9,FGFR2,GATA3,KIT,PDGFRA,WT1
REPRODUCTIVE SYSTEM DEVELOPMENT%GOBP%GO:0061458	reproductive system development	1.99566263862537e-07	1.99566263862537e-07	1	AR,PTPN11,TBX3,SOX9,FGFR2,GATA3,KIT,PDGFRA,WT1
RESOLUTION OF D-LOOP STRUCTURES THROUGH HOLLIDAY JUNCTION INTERMEDIATES%REACTOME%R-HSA-5693568.1	Resolution of D-loop Structures through Holliday Junction Intermediates	0.00162778672781349	0.00162778672781349	1	ATM,BRCA1,BRCA2
RESOLUTION OF D-LOOP STRUCTURES THROUGH SYNTHESIS-DEPENDENT STRAND ANNEALING (SDSA)%REACTOME%R-HSA-5693554.1	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	0.00103699810487464	0.00103699810487464	1	ATM,BRCA1,BRCA2
RESOLUTION OF D-LOOP STRUCTURES%REACTOME%R-HSA-5693537.1	Resolution of D-Loop Structures	0.00173962565412472	0.00173962565412472	1	ATM,BRCA1,BRCA2
RESOLUTION OF SISTER CHROMATID COHESION%REACTOME DATABASE ID RELEASE 83%2500257	Resolution of Sister Chromatid Cohesion	0.00193509841456971	0.00193509841456971	1	SMC3,RAD21,STAG2,SMC1A,PPP2R1A
RESPIRATORY SYSTEM DEVELOPMENT%GOBP%GO:0060541	respiratory system development	0.00406362947522308	0.00406362947522308	1	CEBPA,FGFR2,WT1
RESPONSE TO ALCOHOL%GOBP%GO:0097305	response to alcohol	0.000954420685663344	0.000954420685663344	1	CTNNB1,SMAD2,TGFBR2,CDH1,BRCA1
RESPONSE TO BMP%GOBP%GO:0071772	response to BMP	0.00244536537646642	0.00244536537646642	1	SMAD4,USP9X,ACVR2A,SOX9
RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036293	response to decreased oxygen levels	3.17303909320912e-06	3.17303909320912e-06	1	NOTCH1,EP300,MTOR,VHL,NFE2L2,SMAD4,AJUBA,TP53
RESPONSE TO EPIDERMAL GROWTH FACTOR%GOBP%GO:0070849	response to epidermal growth factor	0.00229829948938105	0.00229829948938105	1	PTPN11,EGFR,SOX9
RESPONSE TO ESTRADIOL%GOBP%GO:0032355	response to estradiol	0.000981763403544021	0.000981763403544021	1	FOXA1,CTNNB1,EGFR
RESPONSE TO ESTROGEN%GOBP%GO:0043627	response to estrogen	0.000103122341920127	0.000103122341920127	1	AR,EP300,BRCA1,GATA3
RESPONSE TO FIBROBLAST GROWTH FACTOR%GOBP%GO:0071774	response to fibroblast growth factor	0.00171403592712863	0.00171403592712863	1	FGFR3,PTPN11,FGFR2,EGR3
RESPONSE TO GAMMA RADIATION%GOBP%GO:0010332	response to gamma radiation	0.00101433431365451	0.00101433431365451	1	ATM,ATR,TP53
RESPONSE TO HYPOXIA%GOBP%GO:0001666	response to hypoxia	2.80003601944697e-06	2.80003601944697e-06	1	NOTCH1,EP300,MTOR,VHL,NFE2L2,SMAD4,AJUBA,TP53
RESPONSE TO INDOLE-3-METHANOL%GOBP%GO:0071680	response to indole-3-methanol	7.54933753477065e-06	7.54933753477065e-06	1	CTNNB1,CDH1,BRCA1
RESPONSE TO INTERLEUKIN-6%GOBP%GO:0070741	response to interleukin-6	0.000976744797362411	0.000976744797362411	1	SMAD4,CEBPA,FOXA2
RESPONSE TO IONIZING RADIATION%GOBP%GO:0010212	response to ionizing radiation	7.27054438712949e-06	7.27054438712949e-06	1	STK11,ATM,ATR,CDKN1A,BRCA1,BRCA2,TP53
RESPONSE TO LIGHT STIMULUS%GOBP%GO:0009416	response to light stimulus	1.5058567632764e-05	1.5058567632764e-05	1	CCND1,ATR,TAF1,EP300,EGFR,NPM1,AKT1,STK11,CDKN1A,TP53
RESPONSE TO MECHANICAL STIMULUS%GOBP%GO:0009612	response to mechanical stimulus	3.36438474908714e-05	3.36438474908714e-05	1	TLR4,CTNNB1,SOX9,MAP3K1,MAP2K4,KIT,PIK3CA
RESPONSE TO METAL ION%GOBP%GO:0010038	response to metal ion	0.0026516199063211	0.0026516199063211	1	BRAF,LRRK2,EGFR,AKT1,CDH1,CDKN1B
RESPONSE TO NUTRIENT LEVELS%GOBP%GO:0031667	response to nutrient levels	0.0101040902206914	0.0101040902206914	1	LRRK2,MTOR,FOXA2,CDKN1A,TP53
RESPONSE TO OXIDATIVE STRESS%GOBP%GO:0006979	response to oxidative stress	0.000300224645379494	0.000300224645379494	1	ATM,LRRK2,NFE2L2,KEAP1,EGFR,ERCC2,AKT1,PDGFRA,TP53
RESPONSE TO OXYGEN LEVELS%GOBP%GO:0070482	response to oxygen levels	6.48241834656151e-06	6.48241834656151e-06	1	NOTCH1,EP300,MTOR,VHL,NFE2L2,SMAD4,AJUBA,TP53
RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:0000302	response to reactive oxygen species	0.00275689532068237	0.00275689532068237	1	EGFR,ATM,NFE2L2,AKT1,PDGFRA
RESPONSE TO RETINOIC ACID%GOBP%GO:0032526	response to retinoic acid	0.000851773232587805	0.000851773232587805	1	ATM,SOX9,ASXL1,EPHA3
RESPONSE TO SALT%GOBP%GO:1902074	response to salt	0.00464755691090954	0.00464755691090954	1	BRAF,TAF1,CDH1,CDKN1B,PIK3CA
RESPONSE TO STARVATION%GOBP%GO:0042594	response to starvation	0.0103052449173837	0.0103052449173837	1	MTOR,LRRK2,CDKN1A,TP53
RESPONSE TO TRANSFORMING GROWTH FACTOR BETA%GOBP%GO:0071559	response to transforming growth factor beta	0.00181373375127139	0.00181373375127139	1	SOX9,SMAD2,SMAD4,TGFBR2,USP9X
RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0034612	response to tumor necrosis factor	0.000628952382357754	0.000628952382357754	1	LRRK2,NFE2L2,AKT1,GATA3,BRCA1,TP53
RESPONSE TO UV%GOBP%GO:0009411	response to UV	5.91855896046381e-07	5.91855896046381e-07	1	CCND1,EP300,EGFR,NPM1,ATR,AKT1,STK11,TAF1,CDKN1A,TP53
RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0009410	response to xenobiotic stimulus	0.0188435771196875	0.0188435771196875	1	CCND1,CTNNB1,TGFBR2,TP53
RETINOBLASTOMA GENE IN CANCER%WIKIPATHWAYS_20220510%WP2446%HOMO SAPIENS	Retinoblastoma gene in cancer	4.87718316963759e-06	4.87718316963759e-06	1	CCND1,SIN3A,SMC3,RB1,CDKN1B,CDKN1A,SMC1A
RETT SYNDROME CAUSING GENES%WIKIPATHWAYS_20220510%WP4312%HOMO SAPIENS	Rett syndrome causing genes	0.000627206770359732	0.000627206770359732	1	BRAF,SMC1A,NCOR1,TBL1XR1
RHOA SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RHOA SIGNALING PATHWAY	RhoA signaling pathway	0.00110137241493423	0.00110137241493423	1	CDKN1B,PTEN,MAP2K4
RHYTHMIC PROCESS%GOBP%GO:0048511	rhythmic process	0.000523489291456954	0.000523489291456954	1	NCOR1,EP300,PTEN,EGR3,PDGFRA,TP53
RMTS METHYLATE HISTONE ARGININES%REACTOME DATABASE ID RELEASE 83%3214858	RMTs methylate histone arginines	0.000171753418335199	0.000171753418335199	1	CCND1,PBRM1,ARID1A,DNMT3A
RNA LOCALIZATION%GOBP%GO:0006403	RNA localization	0.00777583584897514	0.00777583584897514	1	NPM1,ATM,ATR,TGFBR2
ROOF OF MOUTH DEVELOPMENT%GOBP%GO:0060021	roof of mouth development	0.00413961265946283	0.00413961265946283	1	TGFBR2,SMAD2,SMAD4
RUNX1 INTERACTS WITH CO-FACTORS WHOSE PRECISE EFFECT ON RUNX1 TARGETS IS NOT KNOWN%REACTOME DATABASE ID RELEASE 83%8939243	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	1.56021177958178e-05	1.56021177958178e-05	1	CBFB,RUNX1,ARID1A,PBRM1,EP300
RUNX1 REGULATES GENES INVOLVED IN MEGAKARYOCYTE DIFFERENTIATION AND PLATELET FUNCTION%REACTOME%R-HSA-8936459.1	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	0.00154893535338817	0.00154893535338817	1	EP300,CBFB,RUNX1,SIN3A
RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN INTERLEUKIN SIGNALING%REACTOME DATABASE ID RELEASE 83%8939247	RUNX1 regulates transcription of genes involved in interleukin signaling	2.93935368950262e-05	2.93935368950262e-05	1	CBFB,RUNX1,LIFR
RUNX2 REGULATES BONE DEVELOPMENT%REACTOME%R-HSA-8941326.1	RUNX2 regulates bone development	0.000134755248068932	0.000134755248068932	1	CBFB,SMAD4,RB1,AR
RUNX2 REGULATES OSTEOBLAST DIFFERENTIATION%REACTOME%R-HSA-8940973.1	RUNX2 regulates osteoblast differentiation	0.000985911825288004	0.000985911825288004	1	CBFB,RB1,AR
RUNX3 REGULATES CDKN1A TRANSCRIPTION%REACTOME DATABASE ID RELEASE 83%8941855	RUNX3 regulates CDKN1A transcription	4.4194320140994e-05	4.4194320140994e-05	1	SMAD4,CDKN1A,TP53
RUNX3 REGULATES P14-ARF%REACTOME DATABASE ID RELEASE 83%8951936	RUNX3 regulates p14-ARF	1.92994590699261e-06	1.92994590699261e-06	1	CBFB,RUNX1,CCND1,KRAS,EP300
S PHASE%REACTOME DATABASE ID RELEASE 83%69242	S Phase	8.7208451105235e-05	8.7208451105235e-05	1	SMC3,RAD21,STAG2,SMC1A,RB1,CDKN1A,CDKN1B,CCND1,AKT1
SARS-COV-1 INFECTION%REACTOME%R-HSA-9678108.6	SARS-CoV-1 Infection	0.000198064120432689	0.000198064120432689	1	RUNX1,SMAD4,VHL,RB1,NPM1,EP300
SARS-COV-1-HOST INTERACTIONS%REACTOME%R-HSA-9692914.1	SARS-CoV-1-host interactions	0.00229829948938105	0.00229829948938105	1	NPM1,EP300,RUNX1,SMAD4
SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME DATABASE ID RELEASE 83%187577	SCF(Skp2)-mediated degradation of p27 p21	0.00692518716522742	0.00692518716522742	1	CDKN1A,CDKN1B,CCND1
SECOND-MESSENGER-MEDIATED SIGNALING%GOBP%GO:0019932	second-messenger-mediated signaling	0.0575389425981674	0.0575389425981674	1	LRRK2,SOX9,PPP2R1A
SECONDARY PALATE DEVELOPMENT%GOBP%GO:0062009	secondary palate development	0.000889994211241368	0.000889994211241368	1	TGFBR2,SMAD2,SMAD4
SEMI-LUNAR VALVE DEVELOPMENT%GOBP%GO:1905314	semi-lunar valve development	5.44768820891785e-07	5.44768820891785e-07	1	AXIN2,NOTCH1,TGFBR2,SMAD2,RB1,SOX9,GATA3
SENESCENCE-ASSOCIATED SECRETORY PHENOTYPE (SASP)%REACTOME%R-HSA-2559582.2	Senescence-Associated Secretory Phenotype (SASP)	0.00510527542817748	0.00510527542817748	1	CDKN1A,CDKN1B,CDKN2A,CDKN2C
SENSORY SYSTEM DEVELOPMENT%GOBP%GO:0048880	sensory system development	0.049328411602273	0.049328411602273	1	SOX9,PDGFRA,WT1
