GO.ID	Description	p.Val	FDR	Phenotype	Genes
AMEBOIDAL-TYPE CELL MIGRATION%GOBP%GO:0001667	ameboidal-type cell migration	0.024360004490080096	0.024360004490080096	+1	PIK3CA,KIT,SMAD4,EGR3
PHOSPHATIDYLINOSITOL PHOSPHATE METABOLISM%SMPDB%SMP0000463	Phosphatidylinositol Phosphate Metabolism	0.024360004490080096	0.024360004490080096	+1	PTEN,EGFR
NEGATIVE REGULATION OF NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0051961	negative regulation of nervous system development	0.024360004490080096	0.024360004490080096	+1	PTEN,NF1,NOTCH1
JOUBERT SYNDROME%SMPDB%SMP0000582	Joubert Syndrome	0.024360004490080096	0.024360004490080096	+1	PTEN,EGFR
HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK	HIF-1-alpha transcription factor network	0.024360004490080096	0.024360004490080096	+1	NPM1,EP300,SMAD4
POSITIVE REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032727	positive regulation of interferon-alpha production	0.024360004490080096	0.024360004490080096	+1	TLR4,SETD2
BACTERIAL INFECTION PATHWAYS%REACTOME%R-HSA-9824439.2	Bacterial Infection Pathways	0.024360004490080096	0.024360004490080096	+1	CTNNB1,CDH1,MAP2K4
SIGNALING EVENTS MEDIATED BY HDAC CLASS I%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS I	Signaling events mediated by HDAC Class I	0.024360004490080096	0.024360004490080096	+1	EP300,SIN3A,NCOR1
E2F MEDIATED REGULATION OF DNA REPLICATION%REACTOME%R-HSA-113510.5	E2F mediated regulation of DNA replication	0.024360004490080096	0.024360004490080096	+1	RB1,PPP2R1A
REGULATION OF ANOIKIS%GOBP%GO:2000209	regulation of anoikis	0.024360004490080096	0.024360004490080096	+1	PIK3CA,NOTCH1
REGULATION OF FATTY ACID METABOLIC PROCESS%GOBP%GO:0019217	regulation of fatty acid metabolic process	0.025353318045568545	0.025353318045568545	+1	SOX9,BRCA1,NCOR1
NEGATIVE REGULATION OF TOR SIGNALING%GOBP%GO:0032007	negative regulation of TOR signaling	0.025353318045568545	0.025353318045568545	+1	VHL,STK11,ATM
ANTIVIRAL MECHANISM BY IFN-STIMULATED GENES%REACTOME%R-HSA-1169410.7	Antiviral mechanism by IFN-stimulated genes	0.025556699210612523	0.025556699210612523	+1	TP53,NPM1,PPP2R1A,EIF4A2
DENDRITIC CELL DIFFERENTIATION%GOBP%GO:0097028	dendritic cell differentiation	0.02611907660887812	0.02611907660887812	+1	FLT3,TGFBR2
POSITIVE REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030513	positive regulation of BMP signaling pathway	0.02611907660887812	0.02611907660887812	+1	NOTCH1,SMAD2
SIGNALING BY EGFR IN CANCER%REACTOME%R-HSA-1643713.3	Signaling by EGFR in Cancer	0.02611907660887812	0.02611907660887812	+1	PIK3CA,EGFR
BIOCARTA_ERK_PATHWAY%MSIGDB_C2%BIOCARTA_ERK_PATHWAY	BIOCARTA_ERK_PATHWAY	0.02611907660887812	0.02611907660887812	+1	EGFR,PDGFRA
BIOCARTA_AT1R_PATHWAY%MSIGDB_C2%BIOCARTA_AT1R_PATHWAY	BIOCARTA_AT1R_PATHWAY	0.02611907660887812	0.02611907660887812	+1	EGFR,MAP2K4
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481	positive regulation of type I interferon production	0.02611907660887812	0.02611907660887812	+1	TLR4,SETD2,PTPN11
SIGNALING BY ERYTHROPOIETIN%REACTOME%R-HSA-9006335.5	Signaling by Erythropoietin	0.02611907660887812	0.02611907660887812	+1	PIK3CA,PIK3CG
RESPIRATORY SYNCYTIAL VIRUS (RSV) ATTACHMENT AND ENTRY%REACTOME DATABASE ID RELEASE 81%9820960	Respiratory syncytial virus (RSV) attachment and entry	0.02611907660887812	0.02611907660887812	+1	EGFR,TLR4
NEGATIVE REGULATION OF OSTEOCLAST DIFFERENTIATION%GOBP%GO:0045671	negative regulation of osteoclast differentiation	0.02611907660887812	0.02611907660887812	+1	FBXW7,TLR4
MYOBLAST DIFFERENTIATION%GOBP%GO:0045445	myoblast differentiation	0.02611907660887812	0.02611907660887812	+1	RB1,NOTCH1
DOWNSTREAM SIGNALING OF ACTIVATED FGFR2%REACTOME DATABASE ID RELEASE 81%5654696	Downstream signaling of activated FGFR2	0.02611907660887812	0.02611907660887812	+1	PIK3CA,PTPN11
SUPERPATHWAY OF INOSITOL PHOSPHATE COMPOUNDS%BIOCYC%PWY-6371	superpathway of inositol phosphate compounds	0.02611907660887812	0.02611907660887812	+1	PIK3CA,PTEN,PIK3CG
PID_GLYPICAN_1PATHWAY%MSIGDB_C2%PID_GLYPICAN_1PATHWAY	PID_GLYPICAN_1PATHWAY	0.02611907660887812	0.02611907660887812	+1	TGFBR2,SMAD2
CELLULAR RESPONSE TO INTERLEUKIN-6%GOBP%GO:0071354	cellular response to interleukin-6	0.02611907660887812	0.02611907660887812	+1	CEBPA,SMAD4
CENTRAL NERVOUS SYSTEM NEURON DIFFERENTIATION%GOBP%GO:0021953	central nervous system neuron differentiation	0.02611907660887812	0.02611907660887812	+1	PTEN,ARHGAP35,FGFR2
DOWNSTREAM SIGNALING OF ACTIVATED FGFR1%REACTOME DATABASE ID RELEASE 81%5654687	Downstream signaling of activated FGFR1	0.02611907660887812	0.02611907660887812	+1	PIK3CA,PTPN11
PID_REG_GR_PATHWAY%MSIGDB_C2%PID_REG_GR_PATHWAY	PID_REG_GR_PATHWAY	0.02611907660887812	0.02611907660887812	+1	GATA3,EP300,CDKN1A
PHOSPHATIDYLINOSITOL-MEDIATED SIGNALING%GOBP%GO:0048015	phosphatidylinositol-mediated signaling	0.02611907660887812	0.02611907660887812	+1	PIK3CA,PIK3CG
NEGATIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation	0.02611907660887812	0.02611907660887812	+1	RUNX1,CBFB
CARTILAGE DEVELOPMENT%GOBP%GO:0051216	cartilage development	0.02611907660887812	0.02611907660887812	+1	RUNX1,SOX9,FGFR3
REGULATION OF CENTRIOLE REPLICATION%GOBP%GO:0046599	regulation of centriole replication	0.02611907660887812	0.02611907660887812	+1	NPM1,BRCA1
MESONEPHRIC TUBULE MORPHOGENESIS%GOBP%GO:0072171	mesonephric tubule morphogenesis	0.02611907660887812	0.02611907660887812	+1	GATA3,WT1
FORMATION OF PARAXIAL MESODERM%REACTOME%R-HSA-9793380.5	Formation of paraxial mesoderm	0.02705739469792632	0.02705739469792632	+1	NOTCH1,CTNNB1,EP300
REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903320	regulation of protein modification by small protein conjugation or removal	0.0271934831402602	0.0271934831402602	+1	PTEN,FBXW7,CTNNB1,LRRK2,TAF1
SUDDEN INFANT DEATH SYNDROME SIDS SUSCEPTIBILITY PATHWAYS%WIKIPATHWAYS_20240510%WP706%HOMO SAPIENS	Sudden infant death syndrome SIDS susceptibility pathways	0.0271934831402602	0.0271934831402602	+1	GATA3,CTNNB1,CTCF,EP300
REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903034	regulation of response to wounding	0.0271934831402602	0.0271934831402602	+1	PTEN,EPPK1,PDGFRA,FOXA2
REGULATION OF CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0006109	regulation of carbohydrate metabolic process	0.0271934831402602	0.0271934831402602	+1	TP53,EP300,FOXA2,NCOR1
SMITH MAGENIS AND POTOCKI LUPSKI SYNDROME COPY NUMBER VARIATION%WIKIPATHWAYS_20240510%WP5381%HOMO SAPIENS	Smith Magenis and Potocki Lupski syndrome copy number variation	0.02789177889176027	0.02789177889176027	+1	PTEN,TLR4,FOXA1,FOXA2
POSITIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902751	positive regulation of cell cycle G2/M phase transition	0.02800124239445213	0.02800124239445213	+1	NPM1,CCND1
LEPTIN%IOB%LEPTIN	Leptin	0.02800124239445213	0.02800124239445213	+1	EGFR,PTPN11
NEGATIVE REGULATION OF BIOMINERAL TISSUE DEVELOPMENT%GOBP%GO:0070168	negative regulation of biomineral tissue development	0.02800124239445213	0.02800124239445213	+1	NOTCH1,SOX9
LEUKOCYTE DEGRANULATION%GOBP%GO:0043299	leukocyte degranulation	0.02800124239445213	0.02800124239445213	+1	PIK3CG,KIT
INTERLEUKIN-6 FAMILY SIGNALING%REACTOME DATABASE ID RELEASE 81%6783589	Interleukin-6 family signaling	0.02800124239445213	0.02800124239445213	+1	PTPN11,LIFR
RAS SIGNALING PATHWAY%SMPDB%SMP0063784	Ras Signaling Pathway	0.02800124239445213	0.02800124239445213	+1	PIK3CA,SMAD4
POSITIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:1901992	positive regulation of mitotic cell cycle phase transition	0.02800124239445213	0.02800124239445213	+1	EGFR,RB1,CCND1
FAMILIAL PARTIAL LIPODYSTROPHY%WIKIPATHWAYS_20240510%WP5102%HOMO SAPIENS	Familial partial lipodystrophy	0.02800124239445213	0.02800124239445213	+1	GATA3,CEBPA
PULMONARY VALVE DEVELOPMENT%GOBP%GO:0003177	pulmonary valve development	0.02800124239445213	0.02800124239445213	+1	NOTCH1,SMAD2
BIOCARTA_FAS_PATHWAY%MSIGDB_C2%BIOCARTA_FAS_PATHWAY	BIOCARTA_FAS_PATHWAY	0.02800124239445213	0.02800124239445213	+1	RB1,MAP2K4
NOTCH3 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME%R-HSA-9013508.2	NOTCH3 Intracellular Domain Regulates Transcription	0.02800124239445213	0.02800124239445213	+1	NOTCH1,EP300
DEFECTIVE INTRINSIC PATHWAY FOR APOPTOSIS%REACTOME DATABASE ID RELEASE 81%9734009	Defective Intrinsic Pathway for Apoptosis	0.02800124239445213	0.02800124239445213	+1	TP53,CDKN2A
POSITIVE REGULATION OF SIGNALING RECEPTOR ACTIVITY%GOBP%GO:2000273	positive regulation of signaling receptor activity	0.02800124239445213	0.02800124239445213	+1	FBXW7,TAF1
PID_HDAC_CLASSIII_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSIII_PATHWAY	PID_HDAC_CLASSIII_PATHWAY	0.02800124239445213	0.02800124239445213	+1	EP300,CDKN1A
REGULATION OF PROTEIN TARGETING%GOBP%GO:1903533	regulation of protein targeting	0.02800124239445213	0.02800124239445213	+1	FBXW7,BAP1,LRRK2
POSITIVE REGULATION OF DNA REPAIR%GOBP%GO:0045739	positive regulation of DNA repair	0.02831333085114114	0.02831333085114114	+1	ARID1A,PBRM1,EGFR,BRCA1
MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0000070	mitotic sister chromatid segregation	0.02831333085114114	0.02831333085114114	+1	STAG2,CHEK2,SMC1A,SMC3
REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:1900542	regulation of purine nucleotide metabolic process	0.02877184546412084	0.02877184546412084	+1	TP53,EP300,NCOR1
EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097191	extrinsic apoptotic signaling pathway	0.02877184546412084	0.02877184546412084	+1	SMAD4,FGFR3,ACVR1B
POSITIVE REGULATION OF TOR SIGNALING%GOBP%GO:0032008	positive regulation of TOR signaling	0.02877184546412084	0.02877184546412084	+1	PIK3CA,EP300,USP9X
REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905818	regulation of chromosome separation	0.02877184546412084	0.02877184546412084	+1	APC,RB1,ATM
REGULATION OF POST-TRANSLATIONAL PROTEIN MODIFICATION%GOBP%GO:1901873	regulation of post-translational protein modification	0.02893182522493591	0.02893182522493591	+1	PTEN,FBXW7,CTNNB1,LRRK2,TAF1
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001242	regulation of intrinsic apoptotic signaling pathway	0.028936113562686314	0.028936113562686314	+1	TP53,FBXW7,NFE2L2,LRRK2
POSITIVE REGULATION OF MORPHOGENESIS OF AN EPITHELIUM%GOBP%GO:1905332	positive regulation of morphogenesis of an epithelium	0.029767476101339233	0.029767476101339233	+1	GATA3,SOX9
HALLMARK_NOTCH_SIGNALING%MSIGDBHALLMARK%HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	0.029767476101339233	0.029767476101339233	+1	NOTCH1,CCND1
BONE MINERALIZATION%GOBP%GO:0030282	bone mineralization	0.029767476101339233	0.029767476101339233	+1	FGFR2,FGFR3
PI3K AKT MTOR SIGNALING PATHWAY AND THERAPEUTIC OPPORTUNITIES IN PROSTATE CANCER%WIKIPATHWAYS_20240510%WP3844%HOMO SAPIENS	PI3K AKT mTOR signaling pathway and therapeutic opportunities in prostate cancer	0.029767476101339233	0.029767476101339233	+1	PTEN,CDKN1B
NEGATIVE REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902894	negative regulation of miRNA transcription	0.029767476101339233	0.029767476101339233	+1	SOX9,NCOR1
EPITHELIAL STRUCTURE MAINTENANCE%GOBP%GO:0010669	epithelial structure maintenance	0.029767476101339233	0.029767476101339233	+1	SOX9,TLR4
VEGFR3 SIGNALING IN LYMPHATIC ENDOTHELIUM%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VEGFR3 SIGNALING IN LYMPHATIC ENDOTHELIUM	VEGFR3 signaling in lymphatic endothelium	0.029767476101339233	0.029767476101339233	+1	PIK3CA,MAP2K4
EPO%IOB%EPO	EPO	0.029767476101339233	0.029767476101339233	+1	BRAF,PTPN11
REGULATION OF MICROTUBULE DEPOLYMERIZATION%GOBP%GO:0031114	regulation of microtubule depolymerization	0.029767476101339233	0.029767476101339233	+1	APC,NAV3
REGULATION OF INTRACELLULAR ESTROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033146	regulation of intracellular estrogen receptor signaling pathway	0.029767476101339233	0.029767476101339233	+1	BRCA1,FOXA1
TRAIL SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRAIL SIGNALING PATHWAY	TRAIL signaling pathway	0.029767476101339233	0.029767476101339233	+1	PIK3CA,MAP2K4
REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006140	regulation of nucleotide metabolic process	0.029767476101339233	0.029767476101339233	+1	TP53,EP300,NCOR1
CONSTITUTIVE SIGNALING BY AKT1 E17K IN CANCER%REACTOME DATABASE ID RELEASE 81%5674400	Constitutive Signaling by AKT1 E17K in Cancer	0.029767476101339233	0.029767476101339233	+1	CDKN1B,CDKN1A
NEGATIVE REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016242	negative regulation of macroautophagy	0.029767476101339233	0.029767476101339233	+1	PIK3CA,LRRK2
AMYLOID FIBRIL FORMATION%GOBP%GO:1990000	amyloid fibril formation	0.029767476101339233	0.029767476101339233	+1	VHL,USP9X
DOWNREGULATION OF TGF-BETA RECEPTOR SIGNALING%REACTOME%R-HSA-2173788.3	Downregulation of TGF-beta receptor signaling	0.029767476101339233	0.029767476101339233	+1	TGFBR2,SMAD2
C-MYC PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%C-MYC PATHWAY	C-MYC pathway	0.029767476101339233	0.029767476101339233	+1	CDKN2A,FBXW7
COSTIMULATION BY THE CD28 FAMILY%REACTOME DATABASE ID RELEASE 81%388841	Costimulation by the CD28 family	0.029767476101339233	0.029767476101339233	+1	PIK3CA,PPP2R1A,PTPN11
PID_AURORA_A_PATHWAY%MSIGDB_C2%PID_AURORA_A_PATHWAY	PID_AURORA_A_PATHWAY	0.029767476101339233	0.029767476101339233	+1	AJUBA,BRCA1
HAIR FOLLICLE DEVELOPMENT%GOBP%GO:0001942	hair follicle development	0.029767476101339233	0.029767476101339233	+1	SOX9,FGFR2
RESPONSE TO STEROL%GOBP%GO:0036314	response to sterol	0.029767476101339233	0.029767476101339233	+1	TGFBR2,SMAD2
NEGATIVE REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903035	negative regulation of response to wounding	0.030528329657703454	0.030528329657703454	+1	PTEN,EPPK1,PDGFRA
FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704	formation of primary germ layer	0.030528329657703454	0.030528329657703454	+1	SETD2,SOX17,SMAD2
SIGNALING BY INSULIN RECEPTOR%REACTOME%R-HSA-74752.4	Signaling by Insulin receptor	0.030528329657703454	0.030528329657703454	+1	PIK3CA,FLT3,PTPN11
NEGATIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0043433	negative regulation of DNA-binding transcription factor activity	0.030696610909730176	0.030696610909730176	+1	CDKN2A,RB1,KEAP1,FOXA2
PTEN REGULATION%REACTOME DATABASE ID RELEASE 81%6807070	PTEN Regulation	0.030696610909730176	0.030696610909730176	+1	TP53,PTEN,MECOM,EZH2
POSITIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050679	positive regulation of epithelial cell proliferation	0.031442935946556644	0.031442935946556644	+1	EGFR,SOX9,FGFR2,EGR3
REGULATION OF DNA BINDING%GOBP%GO:0051101	regulation of DNA binding	0.03155730124955485	0.03155730124955485	+1	GATA3,RB1,NSD1
MICRORNAS IN CARDIOMYOCYTE HYPERTROPHY%WIKIPATHWAYS_20240510%WP1544%HOMO SAPIENS	MicroRNAs in cardiomyocyte hypertrophy	0.03155730124955485	0.03155730124955485	+1	CTNNB1,MAP2K4,FGFR2
CORTICOTROPIN RELEASING HORMONE SIGNALING PATHWAY%WIKIPATHWAYS_20240510%WP2355%HOMO SAPIENS	Corticotropin releasing hormone signaling pathway	0.03155730124955485	0.03155730124955485	+1	CTNNB1,BRAF,TLR4
NEGATIVE REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000629	negative regulation of miRNA metabolic process	0.031820673343023666	0.031820673343023666	+1	SOX9,NCOR1
BIOCARTA_TNFR1_PATHWAY%MSIGDB_C2%BIOCARTA_TNFR1_PATHWAY	BIOCARTA_TNFR1_PATHWAY	0.031820673343023666	0.031820673343023666	+1	RB1,MAP2K4
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20240510%WP5122%HOMO SAPIENS	Prostaglandin and leukotriene metabolism in senescence	0.031820673343023666	0.031820673343023666	+1	RB1,CDKN1A
EPHRIN B REVERSE SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHRIN B REVERSE SIGNALING	Ephrin B reverse signaling	0.031820673343023666	0.031820673343023666	+1	PIK3CA,MAP2K4
GLYPICAN 1 NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GLYPICAN 1 NETWORK	Glypican 1 network	0.031820673343023666	0.031820673343023666	+1	TGFBR2,SMAD2
EGF SIGNALLING PATHWAY%SMPDB%SMP0063810	EGF Signalling Pathway	0.031820673343023666	0.031820673343023666	+1	EGFR,MAP2K4
IL3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL3-MEDIATED SIGNALING EVENTS	IL3-mediated signaling events	0.03213006310678617	0.03213006310678617	+1	PIK3CA,PTPN11
3-PHOSPHOINOSITIDE BIOSYNTHESIS%BIOCYC%PWY-6352	3-phosphoinositide biosynthesis	0.03213006310678617	0.03213006310678617	+1	PIK3CA,PIK3CG
NEGATIVE REGULATION OF ENDOTHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:2000352	negative regulation of endothelial cell apoptotic process	0.03213006310678617	0.03213006310678617	+1	GATA3,NFE2L2
HAIR CYCLE PROCESS%GOBP%GO:0022405	hair cycle process	0.03213006310678617	0.03213006310678617	+1	SOX9,FGFR2
VEGFR1 SPECIFIC SIGNALS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VEGFR1 SPECIFIC SIGNALS	VEGFR1 specific signals	0.03213006310678617	0.03213006310678617	+1	PIK3CA,PTPN11
ER-NUCLEUS SIGNALING PATHWAY%GOBP%GO:0006984	ER-nucleus signaling pathway	0.03213006310678617	0.03213006310678617	+1	TP53,NFE2L2
REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032647	regulation of interferon-alpha production	0.03213006310678617	0.03213006310678617	+1	TLR4,SETD2
CARDIOGENESIS%REACTOME DATABASE ID RELEASE 81%9733709	Cardiogenesis	0.03213006310678617	0.03213006310678617	+1	CTNNB1,SMAD4
REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0006359	regulation of transcription by RNA polymerase III	0.03213006310678617	0.03213006310678617	+1	AR,SF3B1
REGULATION OF KERATINOCYTE PROLIFERATION%GOBP%GO:0010837	regulation of keratinocyte proliferation	0.03213006310678617	0.03213006310678617	+1	EPPK1,FGFR2
POSITIVE REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901798	positive regulation of signal transduction by p53 class mediator	0.03213006310678617	0.03213006310678617	+1	ATM,ATR
REGULATION OF NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:2000819	regulation of nucleotide-excision repair	0.03213006310678617	0.03213006310678617	+1	ARID1A,PBRM1
MONONUCLEAR CELL DIFFERENTIATION%GOBP%GO:1903131	mononuclear cell differentiation	0.03213006310678617	0.03213006310678617	+1	GATA3,FLT3,ATM,KIT,TGFBR2
MOLTING CYCLE PROCESS%GOBP%GO:0022404	molting cycle process	0.03213006310678617	0.03213006310678617	+1	SOX9,FGFR2
OREXIN RECEPTOR PATHWAY%WIKIPATHWAYS_20240510%WP5094%HOMO SAPIENS	Orexin receptor pathway	0.03213006310678617	0.03213006310678617	+1	VHL,NFE2L2,PTPN11
POSITIVE REGULATION OF ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0045648	positive regulation of erythrocyte differentiation	0.03213006310678617	0.03213006310678617	+1	ACVR1B,ACVR2A
REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032386	regulation of intracellular transport	0.03213006310678617	0.03213006310678617	+1	CDH1,STK11,LRRK2,SETD2,EP300
SPINDLE ASSEMBLY CHECKPOINT SIGNALING%GOBP%GO:0071173	spindle assembly checkpoint signaling	0.03213006310678617	0.03213006310678617	+1	APC,ATM
CELLULAR RESPONSE TO HYPOXIA%REACTOME%R-HSA-1234174.5	Cellular response to hypoxia	0.03213006310678617	0.03213006310678617	+1	VHL,AJUBA,EP300
MITOTIC SPINDLE ASSEMBLY CHECKPOINT SIGNALING%GOBP%GO:0007094	mitotic spindle assembly checkpoint signaling	0.03213006310678617	0.03213006310678617	+1	APC,ATM
NEGATIVE REGULATION OF OSSIFICATION%GOBP%GO:0030279	negative regulation of ossification	0.03213006310678617	0.03213006310678617	+1	NOTCH1,SOX9
NF1 COPY NUMBER VARIATION SYNDROME %WIKIPATHWAYS_20240510%WP5366%HOMO SAPIENS	NF1 copy number variation syndrome	0.03213006310678617	0.03213006310678617	+1	EGFR,NF1,ATR
MITOTIC SPINDLE CHECKPOINT SIGNALING%GOBP%GO:0071174	mitotic spindle checkpoint signaling	0.03213006310678617	0.03213006310678617	+1	APC,ATM
ANTIVIRAL AND ANTI INFLAMMATORY EFFECTS OF NRF2 ON SARS COV 2 PATHWAY%WIKIPATHWAYS_20240510%WP5113%HOMO SAPIENS	Antiviral and anti inflammatory effects of Nrf2 on SARS CoV 2 pathway	0.03213006310678617	0.03213006310678617	+1	KEAP1,NFE2L2
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20240510%WP5321%HOMO SAPIENS	Prostaglandin and leukotriene metabolism in senescence	0.03213006310678617	0.03213006310678617	+1	RB1,CDKN1A
REGULATION OF ALPHA-BETA T CELL PROLIFERATION%GOBP%GO:0046640	regulation of alpha-beta T cell proliferation	0.03213006310678617	0.03213006310678617	+1	TGFBR2,MAPK8IP1
CELL-CELL COMMUNICATION%REACTOME%R-HSA-1500931.8	Cell-Cell communication	0.03214903374628781	0.03214903374628781	+1	PIK3CA,CTNNB1,CDH1,PTPN11
REGULATION OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:1905475	regulation of protein localization to membrane	0.03214903374628781	0.03214903374628781	+1	PIK3CA,EGFR,EPHA3,AR
POSITIVE REGULATION OF DEVELOPMENTAL GROWTH%GOBP%GO:0048639	positive regulation of developmental growth	0.032657555556567915	0.032657555556567915	+1	NOTCH1,WT1,FGFR2
PROTEIN-DNA COMPLEX ASSEMBLY%GOBP%GO:0065004	protein-DNA complex assembly	0.032860356866778524	0.032860356866778524	+1	NPM1,SOX9,ATRX,TAF1
CAMERA-TYPE EYE DEVELOPMENT%GOBP%GO:0043010	camera-type eye development	0.032860356866778524	0.032860356866778524	+1	NF1,SOX9,WT1,PDGFRA
REGULATION OF CHONDROCYTE DIFFERENTIATION%GOBP%GO:0032330	regulation of chondrocyte differentiation	0.034114027064013945	0.034114027064013945	+1	SOX9,PTPN11
PID_HIF2PATHWAY%MSIGDB_C2%PID_HIF2PATHWAY	PID_HIF2PATHWAY	0.034114027064013945	0.034114027064013945	+1	VHL,EP300
NEPHRIN NEPH1 SIGNALING IN THE KIDNEY PODOCYTE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NEPHRIN NEPH1 SIGNALING IN THE KIDNEY PODOCYTE	Nephrin Neph1 signaling in the kidney podocyte	0.034114027064013945	0.034114027064013945	+1	PIK3CA,MAP2K4
SPINDLE CHECKPOINT SIGNALING%GOBP%GO:0031577	spindle checkpoint signaling	0.034114027064013945	0.034114027064013945	+1	APC,ATM
PID_IFNG_PATHWAY%MSIGDB_C2%PID_IFNG_PATHWAY	PID_IFNG_PATHWAY	0.034114027064013945	0.034114027064013945	+1	EP300,PTPN11
REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046822	regulation of nucleocytoplasmic transport	0.03478710175655474	0.03478710175655474	+1	CDH1,SETD2,EP300
PLATELET ACTIVATION%GOBP%GO:0030168	platelet activation	0.03478710175655474	0.03478710175655474	+1	PIK3CA,PIK3CG,PDGFRA
POSITIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045639	positive regulation of myeloid cell differentiation	0.03478710175655474	0.03478710175655474	+1	RUNX1,ACVR1B,ACVR2A
NEGATIVE REGULATION OF CELL ACTIVATION%GOBP%GO:0050866	negative regulation of cell activation	0.03585839049794403	0.03585839049794403	+1	RUNX1,ATM,PDGFRA,CBFB
PROCESSING OF DNA DOUBLE-STRAND BREAK ENDS%REACTOME%R-HSA-5693607.4	Processing of DNA double-strand break ends	0.0359382711567535	0.0359382711567535	+1	ATM,BRCA1,ATR
REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY	Reelin signaling pathway	0.03616148693963167	0.03616148693963167	+1	PIK3CA,MAPK8IP1
NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:2000816	negative regulation of mitotic sister chromatid separation	0.03616148693963167	0.03616148693963167	+1	APC,ATM
PID_ECADHERIN_NASCENT_AJ_PATHWAY%MSIGDB_C2%PID_ECADHERIN_NASCENT_AJ_PATHWAY	PID_ECADHERIN_NASCENT_AJ_PATHWAY	0.03616148693963167	0.03616148693963167	+1	CTNNB1,CCND1
