GO.ID	Description	p.Val	FDR	Phenotype	Genes
REGULATION OF DETECTION OF GLUCOSE%GOBP%GO:2000970	regulation of detection of glucose	0.020638738448568544	0.020638738448568544	+1	FOXA2
SIGNAL TRANSDUCTION INVOLVED IN INTRA-S DNA DAMAGE CHECKPOINT%GOBP%GO:0072428	signal transduction involved in intra-S DNA damage checkpoint	0.020638738448568544	0.020638738448568544	+1	CHEK2
POSITIVE REGULATION OF CELL PROLIFERATION INVOLVED IN HEART VALVE MORPHOGENESIS%GOBP%GO:0003251	positive regulation of cell proliferation involved in heart valve morphogenesis	0.020638738448568544	0.020638738448568544	+1	SMAD4
MAMMARY GLAND BUD MORPHOGENESIS%GOBP%GO:0060648	mammary gland bud morphogenesis	0.020638738448568544	0.020638738448568544	+1	FGFR2
POSITIVE REGULATION OF TOLERANCE INDUCTION TO SELF ANTIGEN%GOBP%GO:0002651	positive regulation of tolerance induction to self antigen	0.020638738448568544	0.020638738448568544	+1	TGFBR2
EVASION OF OXIDATIVE STRESS INDUCED SENESCENCE DUE TO P14ARF DEFECTS%REACTOME DATABASE ID RELEASE 73%9646304	Evasion of Oxidative Stress Induced Senescence Due to p14ARF Defects	0.020638738448568544	0.020638738448568544	+1	CDKN2A
REGULATION OF RNA-DIRECTED 5'-3' RNA POLYMERASE ACTIVITY%GOBP%GO:1900259	regulation of RNA-directed 5'-3' RNA polymerase activity	0.020638738448568544	0.020638738448568544	+1	EIF4A2
FIBROBLAST GROWTH FACTOR RECEPTOR APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902178	fibroblast growth factor receptor apoptotic signaling pathway	0.020638738448568544	0.020638738448568544	+1	FGFR3
SUPERIOR ENDOCARDIAL CUSHION MORPHOGENESIS%GOBP%GO:1905316	superior endocardial cushion morphogenesis	0.020638738448568544	0.020638738448568544	+1	TGFBR2
NEGATIVE REGULATION OF CARDIAC MYOFIBRIL ASSEMBLY%GOBP%GO:1905305	negative regulation of cardiac myofibril assembly	0.020638738448568544	0.020638738448568544	+1	SMAD4
PTEN LOSS OF FUNCTION IN CANCER%REACTOME DATABASE ID RELEASE 73%5674404	PTEN Loss of Function in Cancer	0.020638738448568544	0.020638738448568544	+1	PTEN
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC G2 DNA DAMAGE CHECKPOINT%GOBP%GO:0072434	signal transduction involved in mitotic G2 DNA damage checkpoint	0.020638738448568544	0.020638738448568544	+1	ATM
REGULATION OF CELL PROLIFERATION INVOLVED IN MESONEPHROS DEVELOPMENT%GOBP%GO:2000606	regulation of cell proliferation involved in mesonephros development	0.020638738448568544	0.020638738448568544	+1	GATA3
BRANCHING INVOLVED IN SALIVARY GLAND MORPHOGENESIS%GOBP%GO:0060445	branching involved in salivary gland morphogenesis	0.020638738448568544	0.020638738448568544	+1	FGFR2
BUD ELONGATION INVOLVED IN LUNG BRANCHING%GOBP%GO:0060449	bud elongation involved in lung branching	0.020638738448568544	0.020638738448568544	+1	FGFR2
POSITIVE REGULATION OF MACROPHAGE ACTIVATION%GOBP%GO:0043032	positive regulation of macrophage activation	0.020638738448568544	0.020638738448568544	+1	CEBPA,TLR4
REGULATION OF FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY INVOLVED IN URETERIC BUD FORMATION%GOBP%GO:2000702	regulation of fibroblast growth factor receptor signaling pathway involved in ureteric bud formation	0.020638738448568544	0.020638738448568544	+1	GATA3
ABNORMAL CONVERSION OF 2-OXOGLUTARATE TO 2-HYDROXYGLUTARATE%REACTOME%R-HSA-2978092.1	Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate	0.020638738448568544	0.020638738448568544	+1	IDH1
WNT SIGNALING PATHWAY INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:0061289	Wnt signaling pathway involved in kidney development	0.020638738448568544	0.020638738448568544	+1	GATA3
TREHALOSE METABOLISM IN RESPONSE TO STRESS%GOBP%GO:0070413	trehalose metabolism in response to stress	0.020638738448568544	0.020638738448568544	+1	BRAF
NEGATIVE REGULATION OF METANEPHRIC GLOMERULAR MESANGIAL CELL PROLIFERATION%GOBP%GO:0072302	negative regulation of metanephric glomerular mesangial cell proliferation	0.020638738448568544	0.020638738448568544	+1	WT1
HALLMARK_ANDROGEN_RESPONSE%MSIGDB_C2%HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	0.020640932989279222	0.020640932989279222	+1	AKT1,ARID5B,CCND1,LIFR
PID_CD8_TCR_PATHWAY%MSIGDB_C2%PID_CD8_TCR_PATHWAY	PID_CD8_TCR_PATHWAY	0.02105179250766914	0.02105179250766914	+1	KRAS,NRAS,AKT1
TCR SIGNALING IN NAIVE CD8+ T CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TCR SIGNALING IN NAIVE CD8+ T CELLS	TCR signaling in naive CD8+ T cells	0.02105179250766914	0.02105179250766914	+1	KRAS,NRAS,AKT1
B CELL ACTIVATION%PANTHER PATHWAY%P00010	B cell activation	0.02105179250766914	0.02105179250766914	+1	PIK3CA,NRAS,PIK3CG
INNER EAR DEVELOPMENT%GOBP%GO:0048839	inner ear development	0.02105179250766914	0.02105179250766914	+1	SOX9,FGFR2,PTPN11
NEGATIVE REGULATION OF CHROMATIN ORGANIZATION%GOBP%GO:1905268	negative regulation of chromatin organization	0.02105179250766914	0.02105179250766914	+1	BRCA1,HIST1H1C,SIN3A
NEGATIVE REGULATION OF PROTEIN COMPLEX DISASSEMBLY%GOBP%GO:0043242	negative regulation of protein complex disassembly	0.02105179250766914	0.02105179250766914	+1	PIK3CA,APC,NAV3
ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043542	endothelial cell migration	0.02105179250766914	0.02105179250766914	+1	PIK3CA,AKT1,EGR3
NEPHRON EPITHELIUM DEVELOPMENT%GOBP%GO:0072009	nephron epithelium development	0.02105179250766914	0.02105179250766914	+1	GATA3,SOX9,WT1
GLIOGENESIS%GOBP%GO:0042063	gliogenesis	0.021253251976739856	0.021253251976739856	+1	PTEN,NF1,SOX9,PRX
HALLMARK_TGF_BETA_SIGNALING%MSIGDB_C2%HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	0.021856639002269647	0.021856639002269647	+1	APC,CTNNB1,CDH1
SHC1 EVENTS IN ERBB2 SIGNALING%REACTOME DATABASE ID RELEASE 73%1250196	SHC1 events in ERBB2 signaling	0.021856639002269647	0.021856639002269647	+1	EGFR,NRAS
BRAIN MORPHOGENESIS%GOBP%GO:0048854	brain morphogenesis	0.021856639002269647	0.021856639002269647	+1	PTEN,NF1
NEGATIVE REGULATION OF PROTEIN ACETYLATION%GOBP%GO:1901984	negative regulation of protein acetylation	0.021856639002269647	0.021856639002269647	+1	BRCA1,SIN3A
REGULATION OF OLIGODENDROCYTE DIFFERENTIATION%GOBP%GO:0048713	regulation of oligodendrocyte differentiation	0.021856639002269647	0.021856639002269647	+1	NF1,NOTCH1
CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS%GOBP%GO:0002042	cell migration involved in sprouting angiogenesis	0.021856639002269647	0.021856639002269647	+1	AKT1,EGR3
NEGATIVE REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048147	negative regulation of fibroblast proliferation	0.021856639002269647	0.021856639002269647	+1	TP53,NF1
4-HYDROXYTAMOXIFEN, DEXAMETHASONE, AND RETINOIC ACIDS REGULATION OF P27 EXPRESSION%WIKIPATHWAYS_20200810%WP3879%HOMO SAPIENS	4-hydroxytamoxifen, Dexamethasone, and Retinoic Acids Regulation of p27 Expression	0.021856639002269647	0.021856639002269647	+1	AKT1,MTOR
SIGNALING BY ERBB2 TMD JMD MUTANTS%REACTOME DATABASE ID RELEASE 73%9665686	Signaling by ERBB2 TMD JMD mutants	0.021856639002269647	0.021856639002269647	+1	EGFR,NRAS
VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS	Validated transcriptional targets of TAp63 isoforms	0.021856639002269647	0.021856639002269647	+1	CDKN2A,EP300,CDKN1A
PROTEIN LOCALIZATION TO CHROMOSOME, CENTROMERIC REGION%GOBP%GO:0071459	protein localization to chromosome, centromeric region	0.021856639002269647	0.021856639002269647	+1	RB1,CTCF
METABOLISM OF COFACTORS%REACTOME DATABASE ID RELEASE 73%8978934	Metabolism of cofactors	0.021856639002269647	0.021856639002269647	+1	IDH1,AKT1
FRS-MEDIATED FGFR4 SIGNALING%REACTOME%R-HSA-5654712.3	FRS-mediated FGFR4 signaling	0.021856639002269647	0.021856639002269647	+1	NRAS,PTPN11
REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	0.021856639002269647	0.021856639002269647	+1	RUNX1,TGFBR2,CBFB
APOPTOSIS-RELATED NETWORK DUE TO ALTERED NOTCH3 IN OVARIAN CANCER%WIKIPATHWAYS_20200810%WP2864%HOMO SAPIENS	Apoptosis-related network due to altered Notch3 in ovarian cancer	0.021856639002269647	0.021856639002269647	+1	AKT1,CDKN1B,CDKN1A
ENDOCHONDRAL BONE MORPHOGENESIS%GOBP%GO:0060350	endochondral bone morphogenesis	0.021856639002269647	0.021856639002269647	+1	SOX9,FGFR3
NOTCH1 REGULATION OF HUMAN ENDOTHELIAL CELL CALCIFICATION%WIKIPATHWAYS_20200810%WP3413%HOMO SAPIENS	NOTCH1 regulation of human endothelial cell calcification	0.021856639002269647	0.021856639002269647	+1	NOTCH1,FGFR3
PID_TAP63_PATHWAY%MSIGDB_C2%PID_TAP63_PATHWAY	PID_TAP63_PATHWAY	0.021856639002269647	0.021856639002269647	+1	CDKN2A,EP300,CDKN1A
REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:0010965	regulation of mitotic sister chromatid separation	0.021856639002269647	0.021856639002269647	+1	APC,RB1,ATM
TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G2 CELL CYCLE ARREST%REACTOME%R-HSA-6804114.2	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	0.021856639002269647	0.021856639002269647	+1	TP53,EP300
TRANSCRIPTION CO-FACTORS SKI AND SKIL PROTEIN PARTNERS%WIKIPATHWAYS_20200810%WP4533%HOMO SAPIENS	Transcription co-factors SKI and SKIL protein partners	0.021856639002269647	0.021856639002269647	+1	NF1,SIN3A
SUMOYLATION OF TRANSCRIPTION FACTORS%REACTOME DATABASE ID RELEASE 73%3232118	SUMOylation of transcription factors	0.021856639002269647	0.021856639002269647	+1	TP53,CDKN2A
REGULATION OF WNT/B-CATENIN SIGNALING BY SMALL MOLECULE COMPOUNDS%WIKIPATHWAYS_20200810%WP3664%HOMO SAPIENS	Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds	0.021856639002269647	0.021856639002269647	+1	APC,CTNNB1
RORA ACTIVATES GENE EXPRESSION%REACTOME%R-HSA-1368082.3	RORA activates gene expression	0.021856639002269647	0.021856639002269647	+1	EP300,TBL1XR1
NEGATIVE REGULATION OF GLIOGENESIS%GOBP%GO:0014014	negative regulation of gliogenesis	0.021856639002269647	0.021856639002269647	+1	NF1,NOTCH1
NEGATIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0090090	negative regulation of canonical Wnt signaling pathway	0.021956004564833688	0.021956004564833688	+1	APC,STK11,SOX9,SOX17,AXIN2
SUDDEN INFANT DEATH SYNDROME (SIDS) SUSCEPTIBILITY PATHWAYS%WIKIPATHWAYS_20200810%WP706%HOMO SAPIENS	Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways	0.021956004564833688	0.021956004564833688	+1	GATA3,CTNNB1,CTCF,AR,EP300
REGULATION OF RUNX3 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 73%8941858	Regulation of RUNX3 expression and activity	0.022891081379142846	0.022891081379142846	+1	CDKN2A,EP300,CBFB
PATHOGENIC ESCHERICHIA COLI INFECTION%WIKIPATHWAYS_20200810%WP2272%HOMO SAPIENS	Pathogenic Escherichia coli infection	0.022891081379142846	0.022891081379142846	+1	CTNNB1,CDH1,TLR4
THROMBOXANE A2 RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%THROMBOXANE A2 RECEPTOR SIGNALING	Thromboxane A2 receptor signaling	0.022891081379142846	0.022891081379142846	+1	EGFR,AKT1,PIK3CG
LEUKOCYTE PROLIFERATION%GOBP%GO:0070661	leukocyte proliferation	0.022891081379142846	0.022891081379142846	+1	FLT3,PIK3CG,KIT
REGULATION OF CENTROSOME CYCLE%GOBP%GO:0046605	regulation of centrosome cycle	0.022891081379142846	0.022891081379142846	+1	CTNNB1,NPM1,BRCA1
RANKL/RANK (RECEPTOR ACTIVATOR OF NFKB (LIGAND)) SIGNALING PATHWAY%WIKIPATHWAYS_20200810%WP2018%HOMO SAPIENS	RANKL/RANK (Receptor activator of NFKB (ligand)) Signaling Pathway	0.022891081379142846	0.022891081379142846	+1	PIK3R1,AKT1,MTOR
POSITIVE REGULATION OF PROTEIN UBIQUITINATION%GOBP%GO:0031398	positive regulation of protein ubiquitination	0.023051420421378237	0.023051420421378237	+1	PTEN,FBXW7,BRCA1,LRRK2
REGULATION OF T CELL DIFFERENTIATION%GOBP%GO:0045580	regulation of T cell differentiation	0.023051420421378237	0.023051420421378237	+1	GATA3,RUNX1,TGFBR2,CBFB
DNA RECOMBINATION%GOBP%GO:0006310	DNA recombination	0.023547217265215917	0.023547217265215917	+1	ATM,BRCA1,POLQ,BRCA2,RAD21
POSITIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902107	positive regulation of leukocyte differentiation	0.02377758425141173	0.02377758425141173	+1	GATA3,RUNX1,TGFBR2,CBFB
PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROCESS%GOBP%GO:0006661	phosphatidylinositol biosynthetic process	0.02377758425141173	0.02377758425141173	+1	PIK3CA,PTEN,PIK3R1,PIK3CG
RAS PROCESSING%REACTOME DATABASE ID RELEASE 73%9648002	RAS processing	0.023815363688671216	0.023815363688671216	+1	KRAS,NRAS
LISTERIA MONOCYTOGENES ENTRY INTO HOST CELLS%REACTOME%R-HSA-8876384.1	Listeria monocytogenes entry into host cells	0.023815363688671216	0.023815363688671216	+1	CTNNB1,CDH1
BIOCARTA_TOB1_PATHWAY%MSIGDB_C2%BIOCARTA_TOB1_PATHWAY	BIOCARTA_TOB1_PATHWAY	0.023815363688671216	0.023815363688671216	+1	SMAD4,TGFBR2
NEGATIVE REGULATION OF OXIDATIVE STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902176	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	0.023815363688671216	0.023815363688671216	+1	NFE2L2,AKT1
REGULATION OF BICELLULAR TIGHT JUNCTION ASSEMBLY%GOBP%GO:2000810	regulation of bicellular tight junction assembly	0.023815363688671216	0.023815363688671216	+1	RUNX1,CBFB
REGULATION OF GENE EXPRESSION IN BETA CELLS%REACTOME%R-HSA-210745.1	Regulation of gene expression in beta cells	0.023815363688671216	0.023815363688671216	+1	AKT1,FOXA2
EPITHELIAL STRUCTURE MAINTENANCE%GOBP%GO:0010669	epithelial structure maintenance	0.023815363688671216	0.023815363688671216	+1	SOX9,TLR4
INTRACELLULAR ESTROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030520	intracellular estrogen receptor signaling pathway	0.023815363688671216	0.023815363688671216	+1	ARID1A,AR
CELL FATE DETERMINATION%GOBP%GO:0001709	cell fate determination	0.023815363688671216	0.023815363688671216	+1	GATA3,SOX17
MITOTIC SPINDLE ASSEMBLY CHECKPOINT%GOBP%GO:0007094	mitotic spindle assembly checkpoint	0.023815363688671216	0.023815363688671216	+1	APC,ATM
FRS-MEDIATED FGFR2 SIGNALING%REACTOME DATABASE ID RELEASE 73%5654700	FRS-mediated FGFR2 signaling	0.023815363688671216	0.023815363688671216	+1	NRAS,PTPN11
NEGATIVE REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0045980	negative regulation of nucleotide metabolic process	0.023815363688671216	0.023815363688671216	+1	TP53,NCOR1
MYELINATION%GOBP%GO:0042552	myelination	0.023815363688671216	0.023815363688671216	+1	PTEN,NF1,PRX
HAIR CELL DIFFERENTIATION%GOBP%GO:0035315	hair cell differentiation	0.023815363688671216	0.023815363688671216	+1	CTNNB1,ERCC2
REGULATION OF OXIDATIVE STRESS-INDUCED NEURON DEATH%GOBP%GO:1903203	regulation of oxidative stress-induced neuron death	0.023815363688671216	0.023815363688671216	+1	FBXW7,TLR4
CELL SURFACE RECEPTOR SIGNALING PATHWAY INVOLVED IN HEART DEVELOPMENT%GOBP%GO:0061311	cell surface receptor signaling pathway involved in heart development	0.023815363688671216	0.023815363688671216	+1	NOTCH1,CTNNB1
SPINDLE CHECKPOINT%GOBP%GO:0031577	spindle checkpoint	0.023815363688671216	0.023815363688671216	+1	APC,ATM
SPINDLE ASSEMBLY CHECKPOINT%GOBP%GO:0071173	spindle assembly checkpoint	0.023815363688671216	0.023815363688671216	+1	APC,ATM
HAIR FOLLICLE DEVELOPMENT%GOBP%GO:0001942	hair follicle development	0.023815363688671216	0.023815363688671216	+1	SOX9,FGFR2
CCR9%IOB%CCR9	CCR9	0.023815363688671216	0.023815363688671216	+1	CDH1,AKT1
EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:0060079	excitatory postsynaptic potential	0.023815363688671216	0.023815363688671216	+1	AKT1,LRRK2
RESPONSE TO CHOLESTEROL%GOBP%GO:0070723	response to cholesterol	0.023815363688671216	0.023815363688671216	+1	TGFBR2,SMAD2
MITOTIC SPINDLE CHECKPOINT%GOBP%GO:0071174	mitotic spindle checkpoint	0.023815363688671216	0.023815363688671216	+1	APC,ATM
RESPONSE TO FLUID SHEAR STRESS%GOBP%GO:0034405	response to fluid shear stress	0.023815363688671216	0.023815363688671216	+1	NFE2L2,AKT1
NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:0006289	nucleotide-excision repair	0.024233397094109523	0.024233397094109523	+1	TP53,EP300,BRCA2,ERCC2
PID_TXA2PATHWAY%MSIGDB_C2%PID_TXA2PATHWAY	PID_TXA2PATHWAY	0.024797129651664206	0.024797129651664206	+1	EGFR,AKT1,PIK3CG
GLIAL CELL DEVELOPMENT%GOBP%GO:0021782	glial cell development	0.024797129651664206	0.024797129651664206	+1	PTEN,NF1,PRX
POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRION%GOBP%GO:1903749	positive regulation of establishment of protein localization to mitochondrion	0.024797129651664206	0.024797129651664206	+1	TP53,FBXW7,BAP1
RESPIRATORY SYSTEM DEVELOPMENT%GOBP%GO:0060541	respiratory system development	0.024797129651664206	0.024797129651664206	+1	CEBPA,WT1,FGFR2
THERMOGENESIS%WIKIPATHWAYS_20200810%WP4321%HOMO SAPIENS	Thermogenesis	0.024939938482704472	0.024939938482704472	+1	KRAS,ARID1A,NRAS,MTOR
CELLULAR RESPONSE TO PEPTIDE%GOBP%GO:1901653	cellular response to peptide	0.024939938482704472	0.024939938482704472	+1	TP53,PIK3CA,APC,PIK3R1,AKT1,TLR4
SEPARATION OF SISTER CHROMATIDS%REACTOME DATABASE ID RELEASE 73%2467813	Separation of Sister Chromatids	0.02547188916017742	0.02547188916017742	+1	STAG2,PPP2R1A,SMC1A,SMC3,RAD21
RNA LOCALIZATION%GOBP%GO:0006403	RNA localization	0.02547188916017742	0.02547188916017742	+1	NPM1,ATM,U2AF1,TGFBR2,ATR
DNA METHYLATION OR DEMETHYLATION%GOBP%GO:0044728	DNA methylation or demethylation	0.025909653369359166	0.025909653369359166	+1	DNMT3A,TET2,ATRX
AXON ENSHEATHMENT%GOBP%GO:0008366	axon ensheathment	0.025909653369359166	0.025909653369359166	+1	PTEN,NF1,PRX
ENSHEATHMENT OF NEURONS%GOBP%GO:0007272	ensheathment of neurons	0.025909653369359166	0.025909653369359166	+1	PTEN,NF1,PRX
CENTRAL NERVOUS SYSTEM NEURON AXONOGENESIS%GOBP%GO:0021955	central nervous system neuron axonogenesis	0.025919071062512372	0.025919071062512372	+1	PTEN,ARHGAP35
BIOCARTA_NKCELLS_PATHWAY%MSIGDB_C2%BIOCARTA_NKCELLS_PATHWAY	BIOCARTA_NKCELLS_PATHWAY	0.025919071062512372	0.025919071062512372	+1	PIK3CA,PIK3R1
EMBRYONIC DIGESTIVE TRACT DEVELOPMENT%GOBP%GO:0048566	embryonic digestive tract development	0.025919071062512372	0.025919071062512372	+1	PDGFRA,FGFR2
MITOTIC G2 DNA DAMAGE CHECKPOINT%GOBP%GO:0007095	mitotic G2 DNA damage checkpoint	0.025919071062512372	0.025919071062512372	+1	ATM,CDKN1A
PID_WNT_CANONICAL_PATHWAY%MSIGDB_C2%PID_WNT_CANONICAL_PATHWAY	PID_WNT_CANONICAL_PATHWAY	0.025919071062512372	0.025919071062512372	+1	APC,CTNNB1
ROLE OF LAT2 NTAL LAB ON CALCIUM MOBILIZATION%REACTOME DATABASE ID RELEASE 73%2730905	Role of LAT2 NTAL LAB on calcium mobilization	0.025919071062512372	0.025919071062512372	+1	PIK3CA,PIK3R1
NEGATIVE REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0045841	negative regulation of mitotic metaphase/anaphase transition	0.025919071062512372	0.025919071062512372	+1	APC,ATM
NEGATIVE REGULATION OF ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046639	negative regulation of alpha-beta T cell differentiation	0.025919071062512372	0.025919071062512372	+1	RUNX1,CBFB
REGULATION OF NUCLEASE ACTIVITY%GOBP%GO:0032069	regulation of nuclease activity	0.025919071062512372	0.025919071062512372	+1	NPM1,AKT1
NEGATIVE REGULATION OF MICROTUBULE DEPOLYMERIZATION%GOBP%GO:0007026	negative regulation of microtubule depolymerization	0.025919071062512372	0.025919071062512372	+1	APC,NAV3
SEROTONIN RECEPTOR 2 AND ELK-SRF/GATA4 SIGNALING%WIKIPATHWAYS_20200810%WP732%HOMO SAPIENS	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling	0.025919071062512372	0.025919071062512372	+1	KRAS,NRAS
POSITIVE REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032727	positive regulation of interferon-alpha production	0.025919071062512372	0.025919071062512372	+1	TLR4,SETD2
NOTCH4 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME DATABASE ID RELEASE 73%9013695	NOTCH4 Intracellular Domain Regulates Transcription	0.025919071062512372	0.025919071062512372	+1	NOTCH1,EP300
NEGATIVE REGULATION OF OSTEOCLAST DIFFERENTIATION%GOBP%GO:0045671	negative regulation of osteoclast differentiation	0.025919071062512372	0.025919071062512372	+1	FBXW7,TLR4
TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN CYTOCHROME C RELEASE%REACTOME%R-HSA-6803204.1	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	0.025919071062512372	0.025919071062512372	+1	TP53,ATM
CD209 (DC-SIGN) SIGNALING%REACTOME%R-HSA-5621575.1	CD209 (DC-SIGN) signaling	0.025919071062512372	0.025919071062512372	+1	NRAS,EP300
HETEROCHROMATIN ORGANIZATION%GOBP%GO:0070828	heterochromatin organization	0.025919071062512372	0.025919071062512372	+1	CDKN2A,MECOM
CANONICAL WNT SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CANONICAL WNT SIGNALING PATHWAY	Canonical Wnt signaling pathway	0.025919071062512372	0.025919071062512372	+1	APC,CTNNB1
ALZHEIMER DISEASE-PRESENILIN PATHWAY%PANTHER PATHWAY%P00004	Alzheimer disease-presenilin pathway	0.026210617451157606	0.026210617451157606	+1	NOTCH1,CTNNB1,CDH1,ERBB4
RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:0000302	response to reactive oxygen species	0.026210617451157606	0.026210617451157606	+1	EGFR,NFE2L2,AKT1,PDGFRA
REGULATION OF PROTEIN ACETYLATION%GOBP%GO:1901983	regulation of protein acetylation	0.02683729048223162	0.02683729048223162	+1	BRCA1,SMAD4,SIN3A
REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905818	regulation of chromosome separation	0.02683729048223162	0.02683729048223162	+1	APC,RB1,ATM
NUCLEOSOME ASSEMBLY%GOBP%GO:0006334	nucleosome assembly	0.026990143098468908	0.026990143098468908	+1	NPM1,SOX9,ATRX,HIST1H2BD
HEMATOPOIETIC STEM CELL DIFFERENTIATION%WIKIPATHWAYS_20200810%WP2849%HOMO SAPIENS	Hematopoietic Stem Cell Differentiation	0.02802104318065723	0.02802104318065723	+1	NOTCH1,RUNX1,ACVR1B
REGULATION OF ADHERENS JUNCTION ORGANIZATION%GOBP%GO:1903391	regulation of adherens junction organization	0.02802104318065723	0.02802104318065723	+1	PTEN,PIK3R1,EPHA3
SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME%R-HSA-187577.3	SCF(Skp2)-mediated degradation of p27 p21	0.02802104318065723	0.02802104318065723	+1	CDKN1B,CCND1,CDKN1A
PREIMPLANTATION EMBRYO%WIKIPATHWAYS_20200810%WP3527%HOMO SAPIENS	Preimplantation Embryo	0.02802104318065723	0.02802104318065723	+1	GATA3,CDH1,TBX3
TP53 REGULATES TRANSCRIPTION OF ADDITIONAL CELL CYCLE GENES WHOSE EXACT ROLE IN THE P53 PATHWAY REMAIN UNCERTAIN%REACTOME%R-HSA-6804115.1	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	0.028138966004679678	0.028138966004679678	+1	TP53,NPM1
URETERIC BUD MORPHOGENESIS%GOBP%GO:0060675	ureteric bud morphogenesis	0.028138966004679678	0.028138966004679678	+1	GATA3,WT1
HAIR CYCLE PROCESS%GOBP%GO:0022405	hair cycle process	0.028138966004679678	0.028138966004679678	+1	SOX9,FGFR2
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE BY P53 CLASS MEDIATOR%GOBP%GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	0.028138966004679678	0.028138966004679678	+1	TP53,EP300
SKIN EPIDERMIS DEVELOPMENT%GOBP%GO:0098773	skin epidermis development	0.028138966004679678	0.028138966004679678	+1	SOX9,FGFR2
REGULATION OF SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051150	regulation of smooth muscle cell differentiation	0.028138966004679678	0.028138966004679678	+1	KIT,FGFR2
POSITIVE REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901798	positive regulation of signal transduction by p53 class mediator	0.028138966004679678	0.028138966004679678	+1	ATM,ATR
NGF%IOB%NGF	NGF	0.028138966004679678	0.028138966004679678	+1	BRAF,PTPN11
REGULATION OF UBIQUITIN PROTEIN LIGASE ACTIVITY%GOBP%GO:1904666	regulation of ubiquitin protein ligase activity	0.028138966004679678	0.028138966004679678	+1	PTEN,RPL5
CELL CHEMOTAXIS%GOBP%GO:0060326	cell chemotaxis	0.028138966004679678	0.028138966004679678	+1	PIK3CG,HGF,KIT,PDGFRA,EGR3
NEGATIVE REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	0.028138966004679678	0.028138966004679678	+1	APC,ATM
MOLTING CYCLE PROCESS%GOBP%GO:0022404	molting cycle process	0.028138966004679678	0.028138966004679678	+1	SOX9,FGFR2
