NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
PEPTIDYL-LYSINE MODIFICATION%GOBP%GO:0018205	246		Rejected!	
REGULATION OF BILE ACID METABOLIC PROCESS%GOBP%GO:1904251	12		Rejected!	
TELOMERE MAINTENANCE VIA SEMI-CONSERVATIVE REPLICATION%GOBP%GO:0032201	25	25		
GAP JUNCTION ASSEMBLY%GOBP%GO:0016264	7		Rejected!	
PLASMA MEMBRANE TUBULATION%GOBP%GO:0097320	12	12		
NEGATIVE REGULATION OF MONOCYTE DIFFERENTIATION%GOBP%GO:0045656	4		Rejected!	
ADRENAL CHROMAFFIN CELL DIFFERENTIATION%GOBP%GO:0061104	1		Rejected!	
POSITIVE REGULATION OF MITOCHONDRION ORGANIZATION%GOBP%GO:0010822	111	101		
NEGATIVE REGULATION OF CELLULAR AMINE CATABOLIC PROCESS%GOBP%GO:0033242	1		Rejected!	
REGULATION OF IRON CHANNEL ACTIVITY%GOBP%GO:1904254	1		Rejected!	
SEMAPHORIN-PLEXIN SIGNALING PATHWAY INVOLVED IN AXON GUIDANCE%GOBP%GO:1902287	9		Rejected!	
REGULATION OF PROTEIN SECRETION%GOBP%GO:0050708	266		Rejected!	
T CELL COSTIMULATION%GOBP%GO:0031295	46	38		
FAD TRANSMEMBRANE TRANSPORT%GOBP%GO:0035350	1		Rejected!	
DETERMINATION OF DORSAL IDENTITY%GOBP%GO:0048263	4		Rejected!	
DEOXYRIBONUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0009120	6		Rejected!	
LIPOPROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:0044873	1		Rejected!	
MYOBLAST MIGRATION INVOLVED IN SKELETAL MUSCLE REGENERATION%GOBP%GO:0014839	3		Rejected!	
MUSCLE SYSTEM PROCESS%GOBP%GO:0003012	218	146		
L-CYSTEINE CATABOLIC PROCESS TO HYPOTAURINE%GOBP%GO:0019449	1		Rejected!	
NEPHRON TUBULE MORPHOGENESIS%GOBP%GO:0072078	29	21		
NEGATIVE REGULATION OF B CELL DIFFERENTIATION%GOBP%GO:0045578	3		Rejected!	
RESPONSE TO LIPID%GOBP%GO:0033993	428		Rejected!	
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING%GOBP%GO:0014066	102	88		
REGULATION OF INTERLEUKIN-3 PRODUCTION%GOBP%GO:0032672	1		Rejected!	
CELL MATURATION%GOBP%GO:0048469	71	46		
REGULATION OF VASCULAR ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:1905562	18	17		
REGULATION OF PROSTAGLANDIN SECRETION%GOBP%GO:0032306	5		Rejected!	
POSITIVE REGULATION OF CELLULAR METABOLIC PROCESS%GOBP%GO:0031325	2822		Rejected!	
SODIUM-INDEPENDENT ORGANIC ANION TRANSPORT%GOBP%GO:0043252	15		Rejected!	
MODULATION BY ORGANISM OF APOPTOTIC PROCESS IN OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0052433	4		Rejected!	
SYNAPTIC VESICLE FUSION TO PRESYNAPTIC ACTIVE ZONE MEMBRANE%GOBP%GO:0031629	12	12		
PROTEIN TRANSPORT%GOBP%GO:0015031	966		Rejected!	
SULFUR COMPOUND TRANSPORT%GOBP%GO:0072348	36	30		
POSITIVE REGULATION OF INTERLEUKIN-18 PRODUCTION%GOBP%GO:0032741	4		Rejected!	
CELL DEATH IN RESPONSE TO OXIDATIVE STRESS%GOBP%GO:0036473	17	15		
RESPIRATORY SYSTEM PROCESS%GOBP%GO:0003016	2		Rejected!	
NEGATIVE REGULATION OF APOPTOTIC PROCESS%GOBP%GO:0043066	613		Rejected!	
TRNA EXPORT FROM NUCLEUS%GOBP%GO:0006409	33	32		
CHEMOKINE SECRETION%GOBP%GO:0090195	1		Rejected!	
MEDIUM-CHAIN FATTY-ACYL-COA CATABOLIC PROCESS%GOBP%GO:0036114	2		Rejected!	
REGULATION OF VOLTAGE-GATED CHLORIDE CHANNEL ACTIVITY%GOBP%GO:1902941	1		Rejected!	
REGULATION OF LENS FIBER CELL DIFFERENTIATION%GOBP%GO:1902746	7		Rejected!	
CARTILAGE DEVELOPMENT INVOLVED IN ENDOCHONDRAL BONE MORPHOGENESIS%GOBP%GO:0060351	7		Rejected!	
PROTEIN-HEME LINKAGE%GOBP%GO:0017003	1		Rejected!	
REGULATION OF CREATINE TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:1905407	2		Rejected!	
MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002573	73	57		
SORBITOL METABOLIC PROCESS%GOBP%GO:0006060	1		Rejected!	
POLYADENYLATION-DEPENDENT SNORNA 3'-END PROCESSING%GOBP%GO:0071051	7		Rejected!	
RENAL VESICLE INDUCTION%GOBP%GO:0072034	2		Rejected!	
SIGNAL TRANSDUCTION INVOLVED IN CELL CYCLE CHECKPOINT%GOBP%GO:0072395	71	66		
CELLULAR RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:0034614	84	74		
G1 TO G0 TRANSITION%GOBP%GO:0070314	4		Rejected!	
POSITIVE REGULATION OF PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0070863	13	12		
REGULATION OF PLATELET-DERIVED GROWTH FACTOR PRODUCTION%GOBP%GO:0090361	1		Rejected!	
ENDONUCLEOLYTIC CLEAVAGE INVOLVED IN TRNA PROCESSING%GOBP%GO:1905267	3		Rejected!	
REGULATION OF RHO GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY%GOBP%GO:2001106	4		Rejected!	
ADENYLATE CYCLASE-ACTIVATING ADRENERGIC RECEPTOR SIGNALING PATHWAY%GOBP%GO:0071880	18		Rejected!	
MACROMOLECULE LOCALIZATION%GOBP%GO:0033036	1802		Rejected!	
ESTABLISHMENT OF LYMPHOCYTE POLARITY%GOBP%GO:0001767	6		Rejected!	
MYO-INOSITOL TRANSPORT%GOBP%GO:0015798	5		Rejected!	
POSITIVE REGULATION OF MITOCHONDRIAL FUSION%GOBP%GO:0010636	3		Rejected!	
APOPTOTIC NUCLEAR CHANGES%GOBP%GO:0030262	24	19		
NEGATIVE REGULATION OF MITOCHONDRIAL DNA REPLICATION%GOBP%GO:0090298	1		Rejected!	
ATP-DEPENDENT CHROMATIN REMODELING%GOBP%GO:0043044	89	67		
POSITIVE REGULATION OF INSULIN SECRETION%GOBP%GO:0032024	36	25		
INSULIN RECEPTOR RECYCLING%GOBP%GO:0038020	1		Rejected!	
POSITIVE REGULATION OF WOUND HEALING, SPREADING OF EPIDERMAL CELLS%GOBP%GO:1903691	2		Rejected!	
REGULATION OF TRIGLYCERIDE METABOLIC PROCESS%GOBP%GO:0090207	27	21		
REGULATION OF STRAND INVASION%GOBP%GO:0060542	1		Rejected!	
POTASSIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0071805	134	72		
TETRAHYDROBIOPTERIN METABOLIC PROCESS%GOBP%GO:0046146	4		Rejected!	
METANEPHRIC MACULA DENSA DEVELOPMENT%GOBP%GO:0072227	1		Rejected!	
NEGATIVE REGULATION OF SINGLE-SPECIES BIOFILM FORMATION IN OR ON HOST ORGANISM%GOBP%GO:1900229	2		Rejected!	
TRYPTOPHAN CATABOLIC PROCESS TO ACETYL-COA%GOBP%GO:0019442	1		Rejected!	
POSITIVE REGULATION OF MICROTUBULE DEPOLYMERIZATION%GOBP%GO:0031117	3		Rejected!	
MITOTIC DNA REPLICATION MAINTENANCE OF FIDELITY%GOBP%GO:1990505	1		Rejected!	
POSITIVE REGULATION OF IRE1-MEDIATED UNFOLDED PROTEIN RESPONSE%GOBP%GO:1903896	7		Rejected!	
REGULATION OF RAC PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0035020	11		Rejected!	
REGULATION OF T-HELPER 17 CELL DIFFERENTIATION%GOBP%GO:2000319	15	12		
URATE METABOLIC PROCESS%GOBP%GO:0046415	11		Rejected!	
SKELETAL MUSCLE SATELLITE CELL ACTIVATION%GOBP%GO:0014719	2		Rejected!	
POSITIVE REGULATION OF INVADOPODIUM DISASSEMBLY%GOBP%GO:1905929	1		Rejected!	
CELL DEATH IN RESPONSE TO HYDROGEN PEROXIDE%GOBP%GO:0036474	4		Rejected!	
HISTONE H3 ACETYLATION%GOBP%GO:0043966	43	34		
NEGATIVE REGULATION OF SKELETAL MUSCLE ACETYLCHOLINE-GATED CHANNEL CLUSTERING%GOBP%GO:1904394	1		Rejected!	
REGULATION OF GRANULOCYTE MACROPHAGE COLONY-STIMULATING FACTOR BIOSYNTHETIC PROCESS%GOBP%GO:0045423	2		Rejected!	
DEFENSE RESPONSE TO FUNGUS%GOBP%GO:0050832	19		Rejected!	
POSITIVE REGULATION OF HEPARAN SULFATE PROTEOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0010909	3		Rejected!	
INTERLEUKIN-8-MEDIATED SIGNALING PATHWAY%GOBP%GO:0038112	1		Rejected!	
BOX H/ACA SNORNA METABOLIC PROCESS%GOBP%GO:0033979	2		Rejected!	
CELLULAR TRANSITION METAL ION HOMEOSTASIS%GOBP%GO:0046916	100	80		
NEGATIVE REGULATION OF MACROPHAGE INFLAMMATORY PROTEIN 1 ALPHA PRODUCTION%GOBP%GO:0071641	2		Rejected!	
PURINE RIBONUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0046128	40	36		
EYE MORPHOGENESIS%GOBP%GO:0048592	77	58		
NEGATIVE REGULATION OF RESPIRATORY BURST%GOBP%GO:0060268	4		Rejected!	
POSITIVE REGULATION OF CELLULAR COMPONENT MOVEMENT%GOBP%GO:0051272	464		Rejected!	
NEURON PROJECTION ARBORIZATION%GOBP%GO:0140058	10		Rejected!	
GLIAL CELL APOPTOTIC PROCESS%GOBP%GO:0034349	2		Rejected!	
FLUID TRANSPORT%GOBP%GO:0042044	22	13		
CELLULAR RESPONSE TO PEPTIDOGLYCAN%GOBP%GO:0071224	2		Rejected!	
NEGATIVE REGULATION OF IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0002890	8		Rejected!	
CELL ACTIVATION%GOBP%GO:0001775	904		Rejected!	
NEGATIVE REGULATION OF CATION CHANNEL ACTIVITY%GOBP%GO:2001258	32	24		
RESPONSE TO STARVATION%GOBP%GO:0042594	141	121		
POSITIVE REGULATION OF FEAR RESPONSE%GOBP%GO:1903367	2		Rejected!	
NEGATIVE REGULATION OF CHROMATIN SILENCING%GOBP%GO:0031936	18	12		
MYOSIN FILAMENT ORGANIZATION%GOBP%GO:0031033	3		Rejected!	
METAL INCORPORATION INTO METALLO-SULFUR CLUSTER%GOBP%GO:0018282	2		Rejected!	
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY%GOBP%GO:0000184	113	107		
ONCOGENE-INDUCED CELL SENESCENCE%GOBP%GO:0090402	2		Rejected!	
NUCLEOBASE BIOSYNTHETIC PROCESS%GOBP%GO:0046112	15	14		
OPTIC CUP STRUCTURAL ORGANIZATION%GOBP%GO:0003409	1		Rejected!	
NEGATIVE REGULATION OF ATP METABOLIC PROCESS%GOBP%GO:1903579	16	13		
POSITIVE REGULATION OF CALCIUM ION IMPORT INTO SARCOPLASMIC RETICULUM%GOBP%GO:1902082	1		Rejected!	
MALTOSE METABOLIC PROCESS%GOBP%GO:0000023	1		Rejected!	
EXECUTION PHASE OF NECROPTOSIS%GOBP%GO:0097528	2		Rejected!	
POSITIVE REGULATION OF IRON ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0034761	2		Rejected!	
REGULATION OF SPROUTING ANGIOGENESIS%GOBP%GO:1903670	65	57		
INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS%GOBP%GO:0002437	15		Rejected!	
NEGATIVE REGULATION OF TRANSLATIONAL ELONGATION%GOBP%GO:0045900	3		Rejected!	
REGULATION OF INTERLEUKIN-2 PRODUCTION%GOBP%GO:0032663	41	39		
AUTOPHAGOSOME-ENDOSOME FUSION%GOBP%GO:0061910	1		Rejected!	
POSITIVE REGULATION OF CHEMOKINE (C-C MOTIF) LIGAND 5 PRODUCTION%GOBP%GO:0071651	4		Rejected!	
L-ISOLEUCINE IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1903806	1		Rejected!	
RNA LOCALIZATION%GOBP%GO:0006403	169	144		
COFACTOR TRANSPORT%GOBP%GO:0051181	40	33		
REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL MIGRATION%GOBP%GO:1904752	12	11		
NEGATIVE REGULATION OF CELL PROLIFERATION IN MIDBRAIN%GOBP%GO:1904934	1		Rejected!	
LEUKOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002366	573		Rejected!	
TRIVALENT INORGANIC ANION HOMEOSTASIS%GOBP%GO:0072506	10		Rejected!	
PURINE NUCLEOBASE TRANSPORT%GOBP%GO:0006863	6		Rejected!	
N-ACETYLGLUCOSAMINE CATABOLIC PROCESS%GOBP%GO:0006046	3		Rejected!	
RNA INTERFERENCE%GOBP%GO:0016246	17		Rejected!	
NEGATIVE REGULATION OF STEM CELL POPULATION MAINTENANCE%GOBP%GO:1902455	5		Rejected!	
SYNAPSE PRUNING%GOBP%GO:0098883	8		Rejected!	
TRANSCRIPTIONAL ACTIVATION BY PROMOTER-ENHANCER LOOPING%GOBP%GO:0071733	4		Rejected!	
TELOMERE LOCALIZATION%GOBP%GO:0034397	4		Rejected!	
NEGATIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001915	5		Rejected!	
CGMP BIOSYNTHETIC PROCESS%GOBP%GO:0006182	10		Rejected!	
NEGATIVE REGULATION OF IMMATURE T CELL PROLIFERATION IN THYMUS%GOBP%GO:0033088	3		Rejected!	
INNATE IMMUNE RESPONSE-ACTIVATING SIGNAL TRANSDUCTION%GOBP%GO:0002758	220	188		
NEGATIVE REGULATION OF ISOPRENOID METABOLIC PROCESS%GOBP%GO:0045827	1		Rejected!	
EXOGENOUS DRUG CATABOLIC PROCESS%GOBP%GO:0042738	22		Rejected!	
NEGATIVE REGULATION OF EPITHELIAL TUBE FORMATION%GOBP%GO:1905277	1		Rejected!	
REGULATION OF CELL GROWTH%GOBP%GO:0001558	296		Rejected!	
REGULATION OF HEMATOPOIETIC STEM CELL DIFFERENTIATION%GOBP%GO:1902036	70	64		
IMP BIOSYNTHETIC PROCESS%GOBP%GO:0006188	6		Rejected!	
FORMATE METABOLIC PROCESS%GOBP%GO:0015942	2		Rejected!	
SPINDLE ELONGATION%GOBP%GO:0051231	8		Rejected!	
NK T CELL PROLIFERATION%GOBP%GO:0001866	1		Rejected!	
NEGATIVE REGULATION OF AMINE TRANSPORT%GOBP%GO:0051953	15		Rejected!	
REGULATION OF NEGATIVE CHEMOTAXIS%GOBP%GO:0050923	3		Rejected!	
REGULATION OF PROTEIN CATABOLIC PROCESS IN THE VACUOLE%GOBP%GO:1904350	9		Rejected!	
GLYCERALDEHYDE-3-PHOSPHATE METABOLIC PROCESS%GOBP%GO:0019682	19	16		
MODULATION OF CATALYTIC ACTIVITY IN OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0052203	4		Rejected!	
ESTABLISHMENT OR MAINTENANCE OF CELL POLARITY%GOBP%GO:0007163	150	130		
REGULATION OF SIGNALING RECEPTOR ACTIVITY%GOBP%GO:0010469	116	79		
NEGATIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0002832	35	30		
LATENT VIRUS REPLICATION%GOBP%GO:0019045	2		Rejected!	
COPI COATING OF GOLGI VESICLE%GOBP%GO:0048205	6		Rejected!	
NEGATIVE REGULATION OF CONNECTIVE TISSUE GROWTH FACTOR PRODUCTION%GOBP%GO:0032683	1		Rejected!	
POSITIVE REGULATION OF PHOSPHATASE ACTIVITY%GOBP%GO:0010922	23	18		
PROTEIN DEGLUTARYLATION%GOBP%GO:0061698	2		Rejected!	
POSITIVE REGULATION OF MACROMOLECULE BIOSYNTHETIC PROCESS%GOBP%GO:0010557	1501		Rejected!	
POSITIVE REGULATION OF GLUCOCORTICOID BIOSYNTHETIC PROCESS%GOBP%GO:0031948	1		Rejected!	
SNRNA CATABOLIC PROCESS%GOBP%GO:0016076	4		Rejected!	
SYNAPTIC SIGNALING VIA NEUROPEPTIDE%GOBP%GO:0099538	1		Rejected!	
REGULATION OF TROPHECTODERMAL CELL PROLIFERATION%GOBP%GO:1904073	1		Rejected!	
MAINTENANCE OF DNA REPEAT ELEMENTS%GOBP%GO:0043570	6		Rejected!	
REGULATION OF LIPOPHAGY%GOBP%GO:1904502	4		Rejected!	
POSITIVE REGULATION OF FOREBRAIN NEURON DIFFERENTIATION%GOBP%GO:2000979	1		Rejected!	
POSITIVE REGULATION OF HISTONE H3-K27 METHYLATION%GOBP%GO:0061087	5		Rejected!	
PROTEIN INSERTION INTO MITOCHONDRIAL INNER MEMBRANE FROM MATRIX SIDE%GOBP%GO:0032979	4		Rejected!	
POSITIVE REGULATION OF INTERLEUKIN-6-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070105	3		Rejected!	
VIRAL TRANSLATIONAL FRAMESHIFTING%GOBP%GO:0075523	1		Rejected!	
NUCLEAR POLYADENYLATION-DEPENDENT TRNA CATABOLIC PROCESS%GOBP%GO:0071038	6		Rejected!	
POSITIVE REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050862	12	10		
PTERIDINE-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0042559	9		Rejected!	
REGULATION OF CONNECTIVE TISSUE GROWTH FACTOR PRODUCTION%GOBP%GO:0032643	2		Rejected!	
REGULATION OF MESODERM FORMATION%GOBP%GO:1905902	4		Rejected!	
REGULATION OF HISTONE UBIQUITINATION%GOBP%GO:0033182	12	12		
REGULATION OF CHOLINE O-ACETYLTRANSFERASE ACTIVITY%GOBP%GO:1902769	1		Rejected!	
POSITIVE REGULATION OF LIPID CATABOLIC PROCESS%GOBP%GO:0050996	22	15		
TRIGLYCERIDE TRANSPORT%GOBP%GO:0034197	4		Rejected!	
HEART MORPHOGENESIS%GOBP%GO:0003007	155	117		
MELANOSOME ASSEMBLY%GOBP%GO:1903232	5		Rejected!	
POSITIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002702	73	61		
DENDRITE MORPHOGENESIS%GOBP%GO:0048813	37	34		
PRONEPHRIC NEPHRON MORPHOGENESIS%GOBP%GO:0039007	1		Rejected!	
SEPTUM SECUNDUM DEVELOPMENT%GOBP%GO:0003285	2		Rejected!	
HISTONE H3-T3 PHOSPHORYLATION INVOLVED IN CHROMOSOME PASSENGER COMPLEX LOCALIZATION TO KINETOCHORE%GOBP%GO:2000751	1		Rejected!	
POSITIVE REGULATION OF SMOOTH MUSCLE CELL CHEMOTAXIS%GOBP%GO:0071673	2		Rejected!	
NEGATIVE REGULATION OF LIPID STORAGE%GOBP%GO:0010888	19	18		
SENSORY ORGAN DEVELOPMENT%GOBP%GO:0007423	242	164		
SREBP SIGNALING PATHWAY%GOBP%GO:0032933	8		Rejected!	
RESPONSE TO VASOPRESSIN%GOBP%GO:1904116	1		Rejected!	
POSITIVE REGULATION OF VOLTAGE-GATED CHLORIDE CHANNEL ACTIVITY%GOBP%GO:1902943	1		Rejected!	
CELLULAR RESPONSE TO TESTOSTERONE STIMULUS%GOBP%GO:0071394	5		Rejected!	
NEURON FATE COMMITMENT%GOBP%GO:0048663	18		Rejected!	
ECTODERMAL PLACODE DEVELOPMENT%GOBP%GO:0071696	4		Rejected!	
POLYPRENOL METABOLIC PROCESS%GOBP%GO:0016093	7		Rejected!	
REGULATION OF BINDING OF SPERM TO ZONA PELLUCIDA%GOBP%GO:2000359	4		Rejected!	
GROWTH HORMONE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0060396	20	14		
SUBSTRATE-DEPENDENT CEREBRAL CORTEX TANGENTIAL MIGRATION%GOBP%GO:0021825	2		Rejected!	
ANTIGEN PROCESSING AND PRESENTATION VIA MHC CLASS IB%GOBP%GO:0002475	10		Rejected!	
PROTEIN IMPORT%GOBP%GO:0017038	127	113		
REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042129	122	97		
REGULATION OF MITOTIC SPINDLE ORGANIZATION%GOBP%GO:0060236	33	30		
POSITIVE REGULATION OF SMOOTH MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0034393	9		Rejected!	
CELLULAR POLYSACCHARIDE METABOLIC PROCESS%GOBP%GO:0044264	56	43		
METANEPHRIC NEPHRON EPITHELIUM DEVELOPMENT%GOBP%GO:0072243	10		Rejected!	
ACTIVATION OF JUN KINASE ACTIVITY%GOBP%GO:0007257	30	27		
NEGATIVE REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060192	14	11		
EXTRACELLULAR MATRIX ORGANIZATION%GOBP%GO:0030198	291		Rejected!	
PURINE RIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009150	353		Rejected!	
GLYCEROL-3-PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0046167	3		Rejected!	
POSITIVE REGULATION OF RESPONSE TO DRUG%GOBP%GO:2001025	16		Rejected!	
MELATONIN BIOSYNTHETIC PROCESS%GOBP%GO:0030187	2		Rejected!	
NEGATIVE REGULATION OF T CELL CYTOKINE PRODUCTION%GOBP%GO:0002725	8		Rejected!	
METHYLGLYOXAL METABOLIC PROCESS%GOBP%GO:0009438	2		Rejected!	
RESPONSE TO INTERLEUKIN-3%GOBP%GO:0036015	4		Rejected!	
CARDIAC JELLY DEVELOPMENT%GOBP%GO:1905072	1		Rejected!	
BODY FLUID SECRETION%GOBP%GO:0007589	27	16		
REGULATION OF UREA METABOLIC PROCESS%GOBP%GO:0034255	1		Rejected!	
GUANINE DEGLYCATION%GOBP%GO:0106044	1		Rejected!	
REGULATION OF RNA SPLICING%GOBP%GO:0043484	146	114		
NEGATIVE REGULATION OF DEFENSE RESPONSE TO BACTERIUM%GOBP%GO:1900425	2		Rejected!	
RADIAL GLIA GUIDED MIGRATION OF CEREBELLAR GRANULE CELL%GOBP%GO:0021933	1		Rejected!	
INTESTINAL CHOLESTEROL ABSORPTION%GOBP%GO:0030299	8		Rejected!	
PHYTANIC ACID METABOLIC PROCESS%GOBP%GO:1903512	1		Rejected!	
TRIPEPTIDE TRANSMEMBRANE TRANSPORT%GOBP%GO:0035443	3		Rejected!	
MANGANESE ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0071421	4		Rejected!	
PROTEIN LOCALIZATION TO CYTOSOLIC PROTEASOME COMPLEX%GOBP%GO:1904327	2		Rejected!	
REGULATION OF DENSE CORE GRANULE TRANSPORT%GOBP%GO:1904809	2		Rejected!	
RENAL POTASSIUM EXCRETION%GOBP%GO:0036359	1		Rejected!	
REGULATION OF TRANSLATION%GOBP%GO:0006417	288		Rejected!	
POSITIVE REGULATION OF NEUROTRANSMITTER UPTAKE%GOBP%GO:0051582	6		Rejected!	
NEGATIVE REGULATION OF STRESS-ACTIVATED MAPK CASCADE%GOBP%GO:0032873	42	39		
NEGATIVE REGULATION OF ADENYLATE CYCLASE-INHIBITING ADRENERGIC RECEPTOR SIGNALING PATHWAY INVOLVED IN HEART PROCESS%GOBP%GO:0140194	1		Rejected!	
PROTEOLYSIS INVOLVED IN CELLULAR PROTEIN CATABOLIC PROCESS%GOBP%GO:0051603	503		Rejected!	
PERIPHERAL B CELL TOLERANCE INDUCTION%GOBP%GO:0002451	1		Rejected!	
REGULATION OF COPII VESICLE COATING%GOBP%GO:0003400	4		Rejected!	
REGULATION OF CHROMATIN SILENCING%GOBP%GO:0031935	36	28		
EPITHELIAL-MESENCHYMAL SIGNALING INVOLVED IN PROSTATE GLAND DEVELOPMENT%GOBP%GO:0060738	1		Rejected!	
CELLULAR RESPONSE TO INTERLEUKIN-2%GOBP%GO:0071352	11	10		
RESPONSE TO MUSCLE INACTIVITY INVOLVED IN REGULATION OF MUSCLE ADAPTATION%GOBP%GO:0014877	5		Rejected!	
TELOMERIC LOOP DISASSEMBLY%GOBP%GO:0090657	10		Rejected!	
NEGATIVE REGULATION OF NODAL SIGNALING PATHWAY INVOLVED IN DETERMINATION OF LEFT/RIGHT ASYMMETRY%GOBP%GO:1900146	2		Rejected!	
DTTP METABOLIC PROCESS%GOBP%GO:0046075	3		Rejected!	
POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE I%GOBP%GO:0045943	22	22		
DISACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046351	5		Rejected!	
NEGATIVE REGULATION OF VERY-LOW-DENSITY LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0010916	4		Rejected!	
POSITIVE REGULATION OF ARGINASE ACTIVITY%GOBP%GO:0150072	1		Rejected!	
GLYCOLIPID TRANSPORT%GOBP%GO:0046836	6		Rejected!	
REGULATION OF DNA RECOMBINATION%GOBP%GO:0000018	87	73		
ANATOMICAL STRUCTURE MATURATION%GOBP%GO:0071695	56	44		
POSITIVE REGULATION OF MACROPHAGE MIGRATION%GOBP%GO:1905523	20	18		
DETECTION OF TUMOR CELL%GOBP%GO:0002355	1		Rejected!	
OKAZAKI FRAGMENT PROCESSING INVOLVED IN MITOTIC DNA REPLICATION%GOBP%GO:1903461	1		Rejected!	
GPI ANCHOR RELEASE%GOBP%GO:0006507	1		Rejected!	
POLY-N-ACETYLLACTOSAMINE METABOLIC PROCESS%GOBP%GO:0030309	13		Rejected!	
SNORNA GUIDED RRNA PSEUDOURIDINE SYNTHESIS%GOBP%GO:0000454	2		Rejected!	
POSITIVE REGULATION OF 1-PHOSPHATIDYLINOSITOL-4-PHOSPHATE 5-KINASE ACTIVITY%GOBP%GO:0090216	1		Rejected!	
VOCALIZATION BEHAVIOR%GOBP%GO:0071625	13		Rejected!	
EOSINOPHIL DIFFERENTIATION%GOBP%GO:0030222	2		Rejected!	
CARNOSINE BIOSYNTHETIC PROCESS%GOBP%GO:0035499	1		Rejected!	
CHORDATE EMBRYONIC DEVELOPMENT%GOBP%GO:0043009	176	147		
REGULATION OF PHOSPHORYLATION OF RNA POLYMERASE II C-TERMINAL DOMAIN SERINE 2 RESIDUES%GOBP%GO:2001163	1		Rejected!	
CELLULAR RESPONSE TO UV%GOBP%GO:0034644	78	72		
SPERM COMPETITION%GOBP%GO:0046692	1		Rejected!	
FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY INVOLVED IN NEGATIVE REGULATION OF APOPTOTIC PROCESS IN BONE MARROW%GOBP%GO:0035602	1		Rejected!	
MAINTENANCE OF PROTEIN LOCATION IN T CELL SECRETORY GRANULE%GOBP%GO:0033377	1		Rejected!	
RESPONSE TO LUTEINIZING HORMONE%GOBP%GO:0034699	2		Rejected!	
PENTOSE-PHOSPHATE SHUNT, OXIDATIVE BRANCH%GOBP%GO:0009051	4		Rejected!	
NEGATIVE REGULATION OF HELICASE ACTIVITY%GOBP%GO:0051097	4		Rejected!	
NEGATIVE REGULATION OF SPROUTING ANGIOGENESIS%GOBP%GO:1903671	26	24		
POSITIVE REGULATION OF CELL FATE SPECIFICATION%GOBP%GO:0042660	2		Rejected!	
PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0006164	159	131		
POSITIVE REGULATION OF RYANODINE-SENSITIVE CALCIUM-RELEASE CHANNEL ACTIVITY%GOBP%GO:0060316	5		Rejected!	
NEGATIVE REGULATION OF SKELETAL MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0048642	7		Rejected!	
SENSORY ORGAN MORPHOGENESIS%GOBP%GO:0090596	112	86		
